model,num_layers,hidden,learning_rate,seed,grid,val_loss,n_params,seconds
gcn,2,32,0.001,0,IEEE24,0.4137519717216492,5989,25.9
gcn,2,32,0.001,0,IEEE39,0.6130390655994415,5989,31.0
gcn,2,32,0.001,0,IEEE118,1.9626608419418328,5989,71.0
gcn,2,32,0.001,0,UK,2.121335644721985,5989,32.7
gcn,2,64,0.001,0,IEEE24,0.148816168308258,22117,31.5
gcn,2,64,0.001,0,IEEE39,6.415168943405152,22117,39.4
gcn,2,64,0.001,0,IEEE118,2.5591199016571045,22117,115.1
gcn,2,64,0.001,0,UK,175.40747985839843,22117,27.7
gcn,2,128,0.001,0,IEEE24,0.0530407759547233,85093,45.9
gcn,2,128,0.001,0,IEEE39,0.3619249594211578,85093,62.1
gcn,2,128,0.001,0,IEEE118,0.4328247630596161,85093,234.3
gcn,2,128,0.001,0,UK,0.3551992881298065,85093,61.7
gcn,3,32,0.001,0,IEEE24,3.1859100914001464,7045,31.8
gcn,3,32,0.001,0,IEEE39,3.866303193569183,7045,38.0
gcn,3,32,0.001,0,IEEE118,2.500818176269531,7045,85.7
gcn,3,32,0.001,0,UK,145.5881378173828,7045,40.4
gcn,3,64,0.001,0,IEEE24,0.1783080422878265,26277,38.5
gcn,3,64,0.001,0,IEEE39,4.2145502924919125,26277,47.5
gcn,3,64,0.001,0,IEEE118,0.5041516673564911,26277,141.3
gcn,3,64,0.001,0,UK,18.000884704589843,26277,52.2
gcn,3,128,0.001,0,IEEE24,0.016740597821772,101605,57.3
gcn,3,128,0.001,0,IEEE39,3.6727523756027214,101605,76.4
gcn,3,128,0.001,0,IEEE118,0.1237823095917701,101605,290.8
gcn,3,128,0.001,0,UK,0.249834588766098,101605,78.7
gcn,8,32,0.001,0,IEEE24,0.1304703068733215,12325,53.7
gcn,8,32,0.001,0,IEEE39,10.391047592163083,12325,40.1
gcn,8,32,0.001,0,IEEE118,6.109990749359131,12325,109.7
gcn,8,32,0.001,0,UK,145.20738708496094,12325,49.8
gcn,8,64,0.001,0,IEEE24,2.194359216690064,47077,68.8
gcn,8,64,0.001,0,IEEE39,0.6184928059577942,47077,86.3
gcn,8,64,0.001,0,IEEE118,1.5311989545822144,47077,155.4
gcn,8,64,0.001,0,UK,10.817387886047364,47077,102.4
gcn,8,128,0.001,0,IEEE24,0.011165056079626,184165,111.5
gcn,8,128,0.001,0,IEEE39,0.0644886650890111,184165,152.3
gcn,8,128,0.001,0,IEEE118,0.8210776948928833,184165,350.5
gcn,8,128,0.001,0,UK,53.94063873291016,184165,166.0
gcn,2,128,0.0003,0,IEEE24,0.3596164357662201,85093,45.6
gcn,2,128,0.0003,0,IEEE39,0.6140435981750488,85093,60.8
gcn,2,128,0.0003,0,IEEE118,2.336852607727051,85093,240.8
gcn,2,128,0.0003,0,UK,12.717013683319092,85093,61.6
gcn,2,128,0.001,100,IEEE24,0.0615363442897796,85093,6699.8
gcn,2,128,0.001,100,IEEE39,4.387732706069946,85093,108.4
gcn,2,128,0.001,100,IEEE118,0.5236367654800415,85093,404.6
gcn,2,128,0.001,100,UK,0.4319093465805054,85093,111.2
gcn,2,128,0.0003,100,IEEE24,2.6784009170532226,85093,80.5
gcn,2,128,0.0003,100,IEEE39,5.275273904800415,85093,93.6
gcn,2,128,0.0003,100,IEEE118,2.055357241630554,85093,401.4
gcn,2,128,0.0003,100,UK,13.469741439819336,85093,82.7
