model,grid,num_layers,hidden,learning_rate,val_loss
arma_gnn,IEEE118,3,128,0.001,0.051264680325984954
arma_gnn,IEEE24,8,128,0.001,0.008416603840887547
arma_gnn,IEEE39,8,128,0.001,0.0008932559099048376
arma_gnn,UK,3,128,0.001,0.015861304998397826
