arm,model,grid,seed,path,bytes,n_params,sha256
ood,gat,UK,1000,ood_gat/ood_gat_heldout_UK_s1000.pt,502033,122980,c2e8368b8b9421dc00205be0ee4d74dd9294b37210a71d5ede5d2d43303eb6ea
ood,gcn,IEEE118,0,ood_gcn/ood_gcn_heldout_IEEE118_s0.pt,347445,85093,343180a64de89b1eca50194babf61547cc335f8af829174d2f4fee254a582328
ood,gcn,IEEE118,100,ood_gcn/ood_gcn_heldout_IEEE118_s100.pt,347493,85093,c9c2510f75b36ff9b8eb3a386a79b7a63dbbd73b86ca164dd03fc93061ab9173
ood,gcn,IEEE118,300,ood_gcn/ood_gcn_heldout_IEEE118_s300.pt,347493,85093,c00fcb5c28529311dccc3ca6a08e951495ecc153a2f7ff64fd598508afa7e9b1
ood,gcn,IEEE118,700,ood_gcn/ood_gcn_heldout_IEEE118_s700.pt,347493,85093,b69af6337db45654d9e1492040f55095acadb359aaecf01683ee1cfb71ef261e
ood,gcn,IEEE118,1000,ood_gcn/ood_gcn_heldout_IEEE118_s1000.pt,347517,85093,8621acb42d6ead81587a83651b5f0a0f8d7ce55240edcf70d0dc09a188a1fa7d
ood,gcn,IEEE24,0,ood_gcn/ood_gcn_heldout_IEEE24_s0.pt,347421,85093,fee435d691fff88811c168d4ccd175e625bc4c2ec14663fa0bb41dfa4d46e138
ood,gcn,IEEE24,100,ood_gcn/ood_gcn_heldout_IEEE24_s100.pt,347469,85093,c84f3a02359886005a513f8e5e577d9cbcacd98fa733b795838cfd2c0aa35cbb
ood,gcn,IEEE24,300,ood_gcn/ood_gcn_heldout_IEEE24_s300.pt,347469,85093,e3874f9e3c201198b7afe4096dd375784c18ab88516393a64e3f095f4f1fe28c
ood,gcn,IEEE24,700,ood_gcn/ood_gcn_heldout_IEEE24_s700.pt,347469,85093,d2b98561335972582e0904257c8a773d4975ecc9a5c08d57828b233802b7d80d
ood,gcn,IEEE24,1000,ood_gcn/ood_gcn_heldout_IEEE24_s1000.pt,347493,85093,f24329fe01e57450a5e837641640feea9d864023e00d965c6a33f44895c7857f
ood,gcn,IEEE39,0,ood_gcn/ood_gcn_heldout_IEEE39_s0.pt,347421,85093,900fe6a449028437abfd6c1d0664d05963ed14fc3c701575322052d24e98d2f6
ood,gcn,IEEE39,100,ood_gcn/ood_gcn_heldout_IEEE39_s100.pt,347469,85093,5573e01e2a296933ebc3281169cf90fc53969500abb509b63195bff215663638
ood,gcn,IEEE39,300,ood_gcn/ood_gcn_heldout_IEEE39_s300.pt,347469,85093,5a24344c09b3bf4054003442553d9153f486c43a8531fb9fd700bd1c19a11fe6
ood,gcn,IEEE39,700,ood_gcn/ood_gcn_heldout_IEEE39_s700.pt,347469,85093,42a24e64adca858bac7fad3b84f554e7b542bb4ffe4cbaa6e8442e0c465464a9
ood,gcn,IEEE39,1000,ood_gcn/ood_gcn_heldout_IEEE39_s1000.pt,347493,85093,da0e449b2d2d7c6ee38e93c0a2f57382ac6c3ce87474177dd5af3288f958e51d
ood,gcn,UK,0,ood_gcn/ood_gcn_heldout_UK_s0.pt,347261,85093,c8b7dbe9071c13e8aa08460336de62041f4cabc66c3656c7414a1fee674cdfcb
ood,gcn,UK,100,ood_gcn/ood_gcn_heldout_UK_s100.pt,347373,85093,5c209cf2b012a00e78cb89cb34782627c970a212253fb7a35e21d875802246c6
ood,gcn,UK,300,ood_gcn/ood_gcn_heldout_UK_s300.pt,347373,85093,63b7d7fee101190d4ca0959263ac71de21d07c98249215ee6968fedfdbb2a4b8
ood,gcn,UK,700,ood_gcn/ood_gcn_heldout_UK_s700.pt,347373,85093,afe9bf7d6fa3702cefb0737b5f903b46200f2a9fc72f7636ca6e110dec6ff6a3
ood,gcn,UK,1000,ood_gcn/ood_gcn_heldout_UK_s1000.pt,347397,85093,9a735f90af535311e65772340476f45dffe6722232d2d5113b7bfdcec3d477a8
ood,gin,IEEE118,0,ood_gin/ood_gin_heldout_IEEE118_s0.pt,824133,202839,756a2694aa9818dd2e02ce085430edc50a274cd8a7eac1c88381373996b048e7
ood,gin,IEEE118,100,ood_gin/ood_gin_heldout_IEEE118_s100.pt,824215,202839,58cf56799784e1d583a1e14fb1c976554c22c03295e030d229bae51b9949d89a
ood,gin,IEEE118,300,ood_gin/ood_gin_heldout_IEEE118_s300.pt,824215,202839,ec73398826787552f2514704bae96ba0df3629036fdcc82c65af0a417882dfce
ood,gin,IEEE118,700,ood_gin/ood_gin_heldout_IEEE118_s700.pt,824215,202839,7a33916a12c04c22a379bb327b1dd96a830cc9466274ffbf5316df0ffc3317e9
ood,gin,IEEE118,1000,ood_gin/ood_gin_heldout_IEEE118_s1000.pt,824256,202839,bd9701fbd22cac48316f24e96a9674da41871fdcd03b4eefc53159127f553c5e
ood,gin,IEEE24,0,ood_gin/ood_gin_heldout_IEEE24_s0.pt,824092,202839,4ee1dfec2b16a27c2f707862680d0323e8998368896834dca47b5160c8a35de2
ood,gin,IEEE24,100,ood_gin/ood_gin_heldout_IEEE24_s100.pt,824174,202839,2e8fc9338d91b470d39891b142b727ac7816754e237a9a6e6adc2c0e209a48ef
ood,gin,IEEE24,300,ood_gin/ood_gin_heldout_IEEE24_s300.pt,824174,202839,2d7f554324b327987197577631c858cc06d6a1f1ed04496cf40808e808633e74
ood,gin,IEEE24,700,ood_gin/ood_gin_heldout_IEEE24_s700.pt,824174,202839,109313b827620aa707f545fd9e72ef94cafa54abfad31673994d01b36cb8a463
ood,gin,IEEE24,1000,ood_gin/ood_gin_heldout_IEEE24_s1000.pt,824215,202839,3aed48e6b893821577e5df52f92774efe4f0c68d36251a66d8968890f2550306
ood,gin,IEEE39,0,ood_gin/ood_gin_heldout_IEEE39_s0.pt,824092,202839,263ed81d5a3906b221e0baae3b736f4952020f16465fee9ef060abceed59fb70
ood,gin,IEEE39,100,ood_gin/ood_gin_heldout_IEEE39_s100.pt,824174,202839,fd11e881257b8f25012617ffcb7e412e14dfe774ad2b42e30b8c18630cc236f1
ood,gin,IEEE39,300,ood_gin/ood_gin_heldout_IEEE39_s300.pt,824174,202839,60a3b369156cf97a0c837b0bd9d078d791995fe96112fda5302d678259b95c03
ood,gin,IEEE39,700,ood_gin/ood_gin_heldout_IEEE39_s700.pt,824174,202839,1ad8c91c88f4aa4df00d82b0fb692f69ca7d0c10252fbc1831ab0eeb78412e31
ood,gin,IEEE39,1000,ood_gin/ood_gin_heldout_IEEE39_s1000.pt,824215,202839,010173c080b2fc5e377e62b8623531f76ee13e829e7ba24cc212694682aaf203
ood,gin,UK,0,ood_gin/ood_gin_heldout_UK_s0.pt,823800,202839,82a752c2892ca34fbe8a6434cc52261758d9ef015fe0c8dfab0ededf606eb9c5
ood,gin,UK,100,ood_gin/ood_gin_heldout_UK_s100.pt,824010,202839,a617cba4e18696b5372084e17f5653827bd31ce6cff6ba24e87093262f9d4bb3
ood,gin,UK,300,ood_gin/ood_gin_heldout_UK_s300.pt,824010,202839,c86b515b6fc9c7b30865448a50b34eda9383a985707c630198c8f30efb0fbe81
ood,gin,UK,700,ood_gin/ood_gin_heldout_UK_s700.pt,824010,202839,527291ad97069deabbf763484b6fe63f971cd5d9ae3bb1ee99dd93863141c3dd
ood,gin,UK,1000,ood_gin/ood_gin_heldout_UK_s1000.pt,824051,202839,da349a2887de63346059325aa4acd43515b2e52cfaaf5292203282dca9ce758b
ood,nnconv,IEEE118,0,ood_nnconv/ood_nnconv_heldout_IEEE118_s0.pt,4675145,1166660,dd7c53f4344355b8ebe35f03cb8148bcf1b63fe70805cd4a2ac2adff22bf1356
ood,nnconv,IEEE118,100,ood_nnconv/ood_nnconv_heldout_IEEE118_s100.pt,4675201,1166660,5414c63e4fed4d65f4ba0f583397bdb06cba608057bdd09162fdf74df471209e
ood,nnconv,IEEE118,300,ood_nnconv/ood_nnconv_heldout_IEEE118_s300.pt,4675201,1166660,402a104b5029cc2065041c0cbf18ee023517e28fa27a902751dc449cff24eaa6
ood,nnconv,IEEE24,0,ood_nnconv/ood_nnconv_heldout_IEEE24_s0.pt,4675117,1166660,d0a4992264bdb34f2eaad02586a70b4a32324c100e82067328f7bc2628d047b0
ood,nnconv,IEEE24,100,ood_nnconv/ood_nnconv_heldout_IEEE24_s100.pt,4675173,1166660,c197a5b2c7aea71816090c3e950a4899f07b2434fcc6c7e8550051c61a411b82
ood,nnconv,IEEE24,300,ood_nnconv/ood_nnconv_heldout_IEEE24_s300.pt,4675173,1166660,5d5add83bcd3ead41ce2eeffbaed2b62e8e88c0df9459dc399a731ed624cb855
ood,nnconv,IEEE39,0,ood_nnconv/ood_nnconv_heldout_IEEE39_s0.pt,4675117,1166660,4de411f9c574a310f5294ef93caa4d5696645ce85d59d41dd158bcb930223b15
ood,nnconv,IEEE39,100,ood_nnconv/ood_nnconv_heldout_IEEE39_s100.pt,4675173,1166660,00c5f2fd1846e89fdc3b51397ded8dd9d4b035f1214d059d9a284e81e632bf33
ood,nnconv,IEEE39,300,ood_nnconv/ood_nnconv_heldout_IEEE39_s300.pt,4675173,1166660,716fee7c6bda46bc09ad183859ee05a6c69fe2bc3c11475f406a3a0684661d91
ood,nnconv,UK,0,ood_nnconv/ood_nnconv_heldout_UK_s0.pt,4675005,1166660,533841fdfc40a8a85b798f832a6e2bfe5af743b14324993bd2e5ffad43d08552
ood,nnconv,UK,100,ood_nnconv/ood_nnconv_heldout_UK_s100.pt,4675061,1166660,064c768ec4244298b71ba669b3ef0cd498295863d5c365fbc6ec62ca26a64093
ood,nnconv,UK,300,ood_nnconv/ood_nnconv_heldout_UK_s300.pt,4675061,1166660,1ea77767fefa06610a24ab715ba589fe64c31fdad8f4c8239f8abe7fc94bf485
ood,transformer,IEEE118,0,ood_transformer/ood_transformer_heldout_IEEE118_s0.pt,766149,188516,5385c5c9305b3d2af564359f232a208b4c4311d788e8724ac21f7c660202604a
ood,transformer,IEEE118,100,ood_transformer/ood_transformer_heldout_IEEE118_s100.pt,766225,188516,37c41fee16af591ee3611e0f69e186ea67fe6a49fd317cee1576c1954519e56b
ood,transformer,IEEE118,300,ood_transformer/ood_transformer_heldout_IEEE118_s300.pt,766225,188516,ecbc654e5a149f7430c66bacae0538663c9b20ed709b6cce853633a1209abf45
ood,transformer,IEEE118,700,ood_transformer/ood_transformer_heldout_IEEE118_s700.pt,766225,188516,4751dce7a92c144c8998405057c03fc25464af565deb191ee50a644bc08887b3
ood,transformer,IEEE118,1000,ood_transformer/ood_transformer_heldout_IEEE118_s1000.pt,766263,188516,61b5bfa92a4e6934b8f84b0af5d845245c12ccf6ff69837c61f2ed039417c149
ood,transformer,IEEE24,0,ood_transformer/ood_transformer_heldout_IEEE24_s0.pt,766111,188516,5beabf4b81dacef4c79ddcbd17fcdc6ea64b7a105c051a611837c8384124ec79
ood,transformer,IEEE24,100,ood_transformer/ood_transformer_heldout_IEEE24_s100.pt,766187,188516,326eb7940e830d51c007dee9be21f460745a5dd380368523301b1ef83942833a
ood,transformer,IEEE24,300,ood_transformer/ood_transformer_heldout_IEEE24_s300.pt,766187,188516,6c4ff52cb045fe684de4f1df7d8e6050a5bf31db7675ead64fdbec897c95303f
ood,transformer,IEEE24,700,ood_transformer/ood_transformer_heldout_IEEE24_s700.pt,766187,188516,9ba5b9dcd49c0dede2313a93986a5363f9f13477bce534b2f1619391552aefe4
ood,transformer,IEEE24,1000,ood_transformer/ood_transformer_heldout_IEEE24_s1000.pt,766225,188516,6e158c7efc35c9507fa3733fba566a094d48c49a7dce226cbd8fb36693fdc27f
ood,transformer,IEEE39,0,ood_transformer/ood_transformer_heldout_IEEE39_s0.pt,766111,188516,e136b920dc4cbd28ceb3ab2e9033a2c88521f005d00773315b7060169ed3a920
ood,transformer,IEEE39,100,ood_transformer/ood_transformer_heldout_IEEE39_s100.pt,766187,188516,6705f3644a6647fea9b592a855a4373ee8ebb2c0df474cbc0123df64c893ba87
ood,transformer,IEEE39,300,ood_transformer/ood_transformer_heldout_IEEE39_s300.pt,766187,188516,bd396f3b4e0bd73e6473e5c6205705cbdae7ddd69f0ec4b4e631463111e820ad
ood,transformer,IEEE39,700,ood_transformer/ood_transformer_heldout_IEEE39_s700.pt,766187,188516,1fb67cc4e3ef77d3c1b5c825ac1c8c5479bd7dba2c3555a2847a7dd178e517e3
ood,transformer,IEEE39,1000,ood_transformer/ood_transformer_heldout_IEEE39_s1000.pt,766225,188516,804deed84796c8f99a64fd629c86ca4ff311ac58378e476a64b4fd53a5fcb59e
ood,transformer,UK,0,ood_transformer/ood_transformer_heldout_UK_s0.pt,765959,188516,6a4be08e7167b70f9807366d3ed87538ac08226d12e48557955e8edc67cb09d1
ood,transformer,UK,100,ood_transformer/ood_transformer_heldout_UK_s100.pt,766035,188516,bdcc3eb4db132f2c53f9e4c077a448bf00cd27f53ba61183518e3360a8cfd5c8
ood,transformer,UK,300,ood_transformer/ood_transformer_heldout_UK_s300.pt,766035,188516,02bbe37149a7db5d024a0774cbfbe6649bb7361bb95adf44a5657fe17b3e6cca
ood,transformer,UK,700,ood_transformer/ood_transformer_heldout_UK_s700.pt,766035,188516,6742eeb6026824633aaae6d73b5ac20147c8a96ad208cbde10bc670cce7363ab
ood,transformer,UK,1000,ood_transformer/ood_transformer_heldout_UK_s1000.pt,766073,188516,7aa3d7b9dc905cf78eb923c7c3fa5a9ef5cbe6a9b4a4aa4df86ede00f5786147
within,arma_gnn,IEEE118,0,within_arma_gnn/within_arma_gnn_IEEE118_s0.pt,5478645,1367909,156062fc9d52d1a85c7e9e4ce40f784fe4f84ba75e3d2cea28672e270de24000
within,arma_gnn,IEEE118,100,within_arma_gnn/within_arma_gnn_IEEE118_s100.pt,5478693,1367909,624a50ad849409f61c2ffdcb8b2436a6838e7222ee14e5cc6494229043eea4e8
within,arma_gnn,IEEE118,300,within_arma_gnn/within_arma_gnn_IEEE118_s300.pt,5478693,1367909,636be8f5af5738cdecef05d48a62a9a77bd2af2185b7767fd8d9e81b0a22de5d
within,arma_gnn,IEEE118,700,within_arma_gnn/within_arma_gnn_IEEE118_s700.pt,5478693,1367909,1e75b687083446ae1026008e56a7092ab48e7fa3c7567ccae6970a1c9e1161ca
within,arma_gnn,IEEE118,1000,within_arma_gnn/within_arma_gnn_IEEE118_s1000.pt,5478717,1367909,15e036d5219a9941cfb9edafd5e142d6d01f408e0bf943424829aca99d335228
within,arma_gnn,IEEE24,0,within_arma_gnn/within_arma_gnn_IEEE24_s0.pt,5478621,1367909,433314da89b6a8230f65cb41b22219cf8c177b5aee1b619dc0cb2ef845f27bb5
within,arma_gnn,IEEE24,100,within_arma_gnn/within_arma_gnn_IEEE24_s100.pt,5478669,1367909,4b7e27c0ee352a386211cd2d9221e0a761ee42c6d8564208fa57978efa589e2b
within,arma_gnn,IEEE24,300,within_arma_gnn/within_arma_gnn_IEEE24_s300.pt,5478669,1367909,9e6f0cd4a88f7ce5b92da42fca60c894a81e08ee21f3ec33e3d5cc5756818453
within,arma_gnn,IEEE24,700,within_arma_gnn/within_arma_gnn_IEEE24_s700.pt,5478669,1367909,50eb19a40c03e1522ac6ec9003cde9eba421567e15cfe3e058b8c8ae4de40a5d
within,arma_gnn,IEEE24,1000,within_arma_gnn/within_arma_gnn_IEEE24_s1000.pt,5478693,1367909,33986d03a27508cda420d1e8c19772d72ca06897513cb0e0640ca7d2a0cd027f
within,arma_gnn,IEEE39,0,within_arma_gnn/within_arma_gnn_IEEE39_s0.pt,5478621,1367909,5d5ced741b0c5cb4ae35c2bba8603f946584d0c5be036a5d335b0b23dabc9dd2
within,arma_gnn,IEEE39,100,within_arma_gnn/within_arma_gnn_IEEE39_s100.pt,5478669,1367909,8d1b5f7002106c14ca545d5e19d18a3270f928c8deed5ecbf102d3132417bb12
within,arma_gnn,IEEE39,300,within_arma_gnn/within_arma_gnn_IEEE39_s300.pt,5478669,1367909,bee2959b2570862d80bfc7b58a89e40907048e14ab3641d26219c8f2b82e1453
within,arma_gnn,IEEE39,700,within_arma_gnn/within_arma_gnn_IEEE39_s700.pt,5478669,1367909,fcbc9690f8242c6f627d376abd218f90526ba006ac6b44c0e0010926f9d04bb8
within,arma_gnn,IEEE39,1000,within_arma_gnn/within_arma_gnn_IEEE39_s1000.pt,5478693,1367909,ea4ee657a130abac1c10bea730549cd12727aa958955def946aa5191843756ef
within,arma_gnn,UK,0,within_arma_gnn/within_arma_gnn_UK_s0.pt,5478461,1367909,1858d31e03fc896377a98569d842be381f8d955648da3711ff663e29e7f992dc
within,arma_gnn,UK,100,within_arma_gnn/within_arma_gnn_UK_s100.pt,5478573,1367909,a424cdae18155f0258902f1618770a10c2c384ae6d3c6184d459dca07ad72583
within,arma_gnn,UK,300,within_arma_gnn/within_arma_gnn_UK_s300.pt,5478573,1367909,d5e09d65fa3d08127ad769542e4b4cc7e477e91236e24b16044d2abccd94852c
within,arma_gnn,UK,700,within_arma_gnn/within_arma_gnn_UK_s700.pt,5478573,1367909,07062abf9fb53665558b3276fa3031db883ce53032aec63a81770ff73f4c62a9
within,arma_gnn,UK,1000,within_arma_gnn/within_arma_gnn_UK_s1000.pt,5478597,1367909,f69c09089af5a8dacca00ae58f8f672433cb2873c7ff5e9b86a778992b6ace51
within,gat,IEEE118,0,within_gat/within_gat_IEEE118_s0.pt,501867,122980,93a03cc5d4848c401118e0852f87890a980f06f7ec13e2fb418d367df9354c01
within,gat,IEEE118,100,within_gat/within_gat_IEEE118_s100.pt,501999,122980,5c3b74e813febf19be2a4695542dd84a98f845acd37cd812be93e9f0cb397385
within,gat,IEEE118,300,within_gat/within_gat_IEEE118_s300.pt,501999,122980,b25bf9f8aa29ab51687f8d5828c5ed65e3120ba23575056bb1ed334e9bb6645a
within,gat,IEEE118,700,within_gat/within_gat_IEEE118_s700.pt,501999,122980,31ca89324e403f5e21746d9b49b90b4c9759e9e2f2ed61e6c9d1598afe7131ba
within,gat,IEEE118,1000,within_gat/within_gat_IEEE118_s1000.pt,502033,122980,fc0eae8ebc35dfad74bfef65f8b856189e032a39bf5761abbf902fb51c6eeb4f
within,gat,IEEE24,0,within_gat/within_gat_IEEE24_s0.pt,501833,122980,a7c521efc47bc181945279bddb0bfee7bea80cebe19dc5f165b83cf9328db552
within,gat,IEEE24,100,within_gat/within_gat_IEEE24_s100.pt,501965,122980,2984e3586ea3b5ed1d2ebd6d8224e10eff4e29958bad349799ebd6046625d269
within,gat,IEEE24,300,within_gat/within_gat_IEEE24_s300.pt,501965,122980,e4af8e1b2b0461d7e100866df80f12e1430a8ced4401443c23ba3dd47f309557
within,gat,IEEE24,700,within_gat/within_gat_IEEE24_s700.pt,501965,122980,ad240c8eabcc004bb72ff648f54979a248c89f0a39b3eaec42b13202e74deda8
within,gat,IEEE24,1000,within_gat/within_gat_IEEE24_s1000.pt,501999,122980,899a52d361d9b811b77f22b49ca9f6c75066cd372f73a0d7a666cdac188f42a8
within,gat,IEEE39,0,within_gat/within_gat_IEEE39_s0.pt,501833,122980,637d92894e1a742caf36e88ed0842be7d9e60a3b7d2f3f18519b4b12725af4d7
within,gat,IEEE39,100,within_gat/within_gat_IEEE39_s100.pt,501965,122980,ff5866c37e560b286efa985945f08e9d3a2081b37ee5647d34841d862862f920
within,gat,IEEE39,300,within_gat/within_gat_IEEE39_s300.pt,501965,122980,64bc4867b3fcd9f71ef0cfabafcf5475d28ae4385a4556daec351c54671a9f07
within,gat,IEEE39,700,within_gat/within_gat_IEEE39_s700.pt,501965,122980,a43105ab68ed96a68016e4a0ec04b2b964303d5434bcc132a64640ffa86a5919
within,gat,IEEE39,1000,within_gat/within_gat_IEEE39_s1000.pt,501999,122980,2a0ec23d8c0107a4b1191a51a7c724e288f9c722bc6e4a638ddcb22aad9c969d
within,gat,UK,0,within_gat/within_gat_UK_s0.pt,501697,122980,95c362811677d4791ac2f4ad5a4c0add424cfee38074586eea4e274a229544ee
within,gat,UK,100,within_gat/within_gat_UK_s100.pt,501765,122980,e6737c43c8997b8292d60fd8b1a60bc906283a607fa7bc0bfab0be7f5ed53602
within,gat,UK,300,within_gat/within_gat_UK_s300.pt,501765,122980,814e81cb34b93da1ca313f1f41f27cd9c336133331e89eb84edd48b4f7cbe1ad
within,gat,UK,700,within_gat/within_gat_UK_s700.pt,501765,122980,5f4eb26972dc87671014f53c50a2bf13e33e63411aa7aef301c0e81a9a5abb44
within,gat,UK,1000,within_gat/within_gat_UK_s1000.pt,501799,122980,a473f3e335f10b488bab8a5fc475ab993345ed0116345d280928cb93c5d4f8d5
within,gcn,IEEE118,0,within_gcn/within_gcn_IEEE118_s0.pt,347261,85093,efd25f3c8d0d3124a236ebb59c6cebbd0e33cac14692ccb0cbb751514db7b95a
within,gcn,IEEE118,100,within_gcn/within_gcn_IEEE118_s100.pt,347373,85093,f233a823200786c6a33ae4fa45a76e8a7d07da2b5db27dc3330f80b308c44707
within,gcn,IEEE118,300,within_gcn/within_gcn_IEEE118_s300.pt,347373,85093,d90adf876742a16e4cf0e26f3939c86c72019d937029ca06b8d7c50561cd3a65
within,gcn,IEEE118,700,within_gcn/within_gcn_IEEE118_s700.pt,347373,85093,3990d53bafbe48aa2414a2701e04d9a0f886774bc55efd24e150ac3690ed949a
within,gcn,IEEE118,1000,within_gcn/within_gcn_IEEE118_s1000.pt,347397,85093,87c9b73463de0a3e895d1d3c6cab2668629047641518a5f4bfcb6a2bffb7b864
within,gcn,IEEE24,0,within_gcn/within_gcn_IEEE24_s0.pt,347237,85093,68aeb28b8160036d0fd438dac81512f7ef17a892adc9d8508312526f925d9b15
within,gcn,IEEE24,100,within_gcn/within_gcn_IEEE24_s100.pt,347349,85093,14d57fdd28feb61f468cd3daeca14b7dc8cc138b14385604346d040f9383b85d
within,gcn,IEEE24,300,within_gcn/within_gcn_IEEE24_s300.pt,347349,85093,0b7bca804f0e3f0417b84bc9b41ae9ba6d29d8d32bd8ac18472cbfd28d98fce0
within,gcn,IEEE24,700,within_gcn/within_gcn_IEEE24_s700.pt,347349,85093,56f36ad4b384fbb57528e34ed2e44352fb2fa8857181b1ff9ad3f9901eda89ce
within,gcn,IEEE24,1000,within_gcn/within_gcn_IEEE24_s1000.pt,347373,85093,672156b4562e58d06982b07b5bb430c94ce94db46883846486d7ce222503be25
within,gcn,IEEE39,0,within_gcn/within_gcn_IEEE39_s0.pt,347237,85093,8cc200afd55fa5298bfa2bdb9613d135fdcfaae60fc7caf92dab2ded4bc44b9a
within,gcn,IEEE39,100,within_gcn/within_gcn_IEEE39_s100.pt,347349,85093,078fe73298e1a878d0b480255e352b967aae2128e14692343045217a0ff1beef
within,gcn,IEEE39,300,within_gcn/within_gcn_IEEE39_s300.pt,347349,85093,f0a3bbc2fc49dac275ca5ff1d32e70c5c90b682b354c32fe3b85e97198645546
within,gcn,IEEE39,700,within_gcn/within_gcn_IEEE39_s700.pt,347349,85093,0abc7362e66e392716da3b5967588e5c9ef6e94b797e970c5bd65d05b5a8aceb
within,gcn,IEEE39,1000,within_gcn/within_gcn_IEEE39_s1000.pt,347373,85093,77bf218ddb77e4fa30734f074f6cdbcc4a99dc83ad52cdcef772e76b2555b35e
within,gcn,UK,0,within_gcn/within_gcn_UK_s0.pt,347141,85093,314c88dd796e83a5937bb30a3519b9cd154117d65148a869f3b6dd326e3029e5
within,gcn,UK,100,within_gcn/within_gcn_UK_s100.pt,347189,85093,ade78575fea028dc963c429d493b75da9c8e1fae461873a4d4933b25d5e322bd
within,gcn,UK,300,within_gcn/within_gcn_UK_s300.pt,347189,85093,6776f4d490c8305b61e69aa23db18901bf5cfc3a47429c30cf3f818640efcc19
within,gcn,UK,700,within_gcn/within_gcn_UK_s700.pt,347189,85093,06586a61667fdee381fad60b67ad9d9d335a3e4d266651a67f29dccc1eec6710
within,gcn,UK,1000,within_gcn/within_gcn_UK_s1000.pt,347213,85093,14907e9bd94e950eae243522c864797bd48563baaa29795ebcf9707a0788e6ea
within,gin,IEEE118,0,within_gin/within_gin_IEEE118_s0.pt,823800,202839,aab726057eb0cb80730842d06c21db2ff98564db93382377378bfd18850244d4
within,gin,IEEE118,100,within_gin/within_gin_IEEE118_s100.pt,824010,202839,099782f8ae0fabfb0163fb530c7da1b1e8fa8feb48623d186e2d8faeb01aa1b5
within,gin,IEEE118,300,within_gin/within_gin_IEEE118_s300.pt,824010,202839,d761d450ee2140958a706ae290b037513cb10392c20aeb9b93efdbcb8c35c851
within,gin,IEEE118,700,within_gin/within_gin_IEEE118_s700.pt,824010,202839,6f8bbb8802a3bf346232b423a8f5b275772f32e3158736d6907280f2340a970f
within,gin,IEEE118,1000,within_gin/within_gin_IEEE118_s1000.pt,824051,202839,7dc700ebedcdc89c55c77e3a2c5da4d7545843e70ae58338e5e08ff1ed2613b6
within,gin,IEEE24,0,within_gin/within_gin_IEEE24_s0.pt,823759,202839,36aeb08d7536694fb3a5895b447835feaf55e1e593462e8197da659522a51304
within,gin,IEEE24,100,within_gin/within_gin_IEEE24_s100.pt,823969,202839,09be10ee5b5b537f52bf57a3e8fa0e52e0553bb5983ef616f0f51c5eb13ddc84
within,gin,IEEE24,300,within_gin/within_gin_IEEE24_s300.pt,823969,202839,9e64f98f5e8a30c53b9487ccfdfda14bdaf9784c99e9bec9a0468b57f9948c27
within,gin,IEEE24,700,within_gin/within_gin_IEEE24_s700.pt,823969,202839,1ffc1ada6a5c94bba06614c2831f3c414743e83b5ab0570c8cfbe8b984d6b048
within,gin,IEEE24,1000,within_gin/within_gin_IEEE24_s1000.pt,824010,202839,357ea523126ac6c413dd6b61063f64efb95923d1cce5d125f263556f66db2101
within,gin,IEEE39,0,within_gin/within_gin_IEEE39_s0.pt,823759,202839,d61b1ee6f2d66b6717e8fbdb10a74dc4b2f94023a9a9e41ccaeb2e1dd39de5ea
within,gin,IEEE39,100,within_gin/within_gin_IEEE39_s100.pt,823969,202839,c0d59a00dd0d82c6d221a50676a879f4334cfee20022866b5af3c71b4341aa38
within,gin,IEEE39,300,within_gin/within_gin_IEEE39_s300.pt,823969,202839,98d7d8b38bea139c20ee1cb7f5a95b3b9b5062c1b2981158fb49d9a1d14935c3
within,gin,IEEE39,700,within_gin/within_gin_IEEE39_s700.pt,823969,202839,435d458f93f1f3d97fab0636c9780b38ca88947f2bf302288979c6b0ef9abd65
within,gin,IEEE39,1000,within_gin/within_gin_IEEE39_s1000.pt,824010,202839,e41d497ab311b3738e15854ef79fe2bcbdcbc8a488feab02e06f28db57cefa28
within,gin,UK,0,within_gin/within_gin_UK_s0.pt,823595,202839,d24684fc0b7000b664bdf6072a022128eedcaeecffc35315631977d226b73548
within,gin,UK,100,within_gin/within_gin_UK_s100.pt,823677,202839,d75f9e37ede3606b3d953c9f0e77d4addd68d5f911cf9a2747e45c2f2203668b
within,gin,UK,300,within_gin/within_gin_UK_s300.pt,823677,202839,c1f93eb2892e30a77b9ef463898792cdcbc3a9e6cff5dfe1ca6b1ae9556e6930
within,gin,UK,700,within_gin/within_gin_UK_s700.pt,823677,202839,5e54ac3be448f363721f1d84097aa1922a2677110a7f9de1ce1c489faf4edf82
within,gin,UK,1000,within_gin/within_gin_UK_s1000.pt,823718,202839,06907518d39031ce981bc728ac40093b6446e6fab464f88a13d7ed717799447b
within,nnconv,IEEE118,0,within_nnconv/within_nnconv_IEEE118_s0.pt,4675005,1166660,e49ff5f87f79f274bfb6e435de44adf7f6b18f731d5b5e3499b9c52f4aadb03a
within,nnconv,IEEE118,100,within_nnconv/within_nnconv_IEEE118_s100.pt,4675061,1166660,e8eebb291e5ecc1c312dd8bfba084e313a5ecffa12a54628b8edda10336b20b3
within,nnconv,IEEE118,300,within_nnconv/within_nnconv_IEEE118_s300.pt,4675061,1166660,3fade802f89686175ac2a77350ca1455f16d4225c9f9ce436d5bace219c75b2c
