arm,model,train_grid,test_grid,seed,unseen,normalize,nrmse,checkpoint,pred_n_P,pred_nrmse_P,pred_mae_P,pred_n_Q,pred_nrmse_Q,pred_mae_Q,pred_n_V,pred_nrmse_V,pred_mae_V,pred_n_theta,pred_nrmse_theta,pred_mae_theta,p95_P,p99_P,max_P,p95_Q,p99_Q,max_Q,p95_V,p99_V,max_V,p95_theta,p99_theta,max_theta,vm_n,vm_viol_rate_true,vm_viol_rate_pred,vm_false_secure,vm_false_alarm,ac_dp_mean_mw,ac_dp_max_mw,ac_dp_p95_mw,ac_dq_mean_mvar,ac_dq_max_mvar,ac_dq_p95_mvar,ac_dp_pct_load,ac_dq_pct_load,ac_dp_true_max_mw,branch_loading_max_pct,branch_loading_max_pct_true,overload_rate_true,overload_rate_pred,missed_overload_rate,false_overload_rate
ood,gcn,IEEE39,IEEE39,0,True,pu_zscore,4.686767578125,ckpt_norm/ood_gcn/ood_gcn_heldout_IEEE39_s0.pt,100,70.19298553466797,66733.3828125,1000,4.480433464050293,2669.7626953125,2900,0.2427794635295868,0.05157313495874405,3800,0.5742307901382446,46.21198654174805,67137.5390625,67201.0,67384.828125,24745.984375,25172.6640625,25458.2109375,0.1232411116361618,0.15807710587978363,0.19683855772018433,95.79643249511719,120.92997741699219,209.94570922851562,2900,0.3834482729434967,0.14827586710453033,0.9550359845161438,0.21252796053886414,6415.4626711043375,71180.16780037087,31707.301728896477,4662.535285915433,33649.83080182359,25522.116594550178,5196.353092985235,3683.46948336682,0.004102766341884667,5300.472792396716,442.2535128840565,0.24041657434079328,0.7267892754265456,0.3419354838709677,0.748541423570595
ood,gcn,IEEE39,IEEE39,100,True,pu_zscore,4.3357038497924805,ckpt_norm/ood_gcn/ood_gcn_heldout_IEEE39_s100.pt,100,67.5512466430664,64221.82421875,1000,2.63394832611084,1650.9468994140625,2900,0.27597734332084656,0.059251297265291214,3800,0.5950218439102173,49.0346794128418,64626.0859375,64689.546875,64873.34375,14524.552734375,14951.2490234375,15236.7861328125,0.13391149044036865,0.17092329263687134,0.21042662858963013,101.65540313720703,118.47418975830078,188.45404052734375,2900,0.3834482729434967,0.24137930572032928,0.9559352397918701,0.36409395933151245,6001.10113251057,67908.75791650877,14688.188830358886,3614.0132022330863,23727.593048639097,15264.930933926333,4860.414105466217,2855.425638224023,0.004102766341884667,4297.9964072477,442.2535128840565,0.24041657434079328,0.6691779304232218,0.391705069124424,0.6884480746791132
ood,gcn,IEEE39,IEEE39,1000,True,pu_zscore,1.4376307725906372,ckpt_norm/ood_gcn/ood_gcn_heldout_IEEE39_s1000.pt,100,22.376548767089844,21272.783203125,1000,0.885870099067688,716.599365234375,2900,0.25839486718177795,0.05375191569328308,3800,0.8342281579971313,63.22682571411133,21680.6015625,21744.345703125,21928.99609375,4732.4013671875,5160.7529296875,5446.9326171875,0.14052636921405792,0.17031289637088776,0.19443464279174805,166.8226776123047,218.97715759277344,244.91363525390625,2900,0.3834482729434967,0.024482758715748787,0.9973021745681763,0.03803132101893425,7775.204233450604,30613.14266698244,23615.61035433969,8537.830304720106,34552.52639672708,29426.312263651493,6297.563310346337,6753.19487176679,0.004102766341884667,5302.444900936927,442.2535128840565,0.24041657434079328,0.9166851318413473,0.21474654377880184,0.9582847141190198
ood,gcn,IEEE39,IEEE39,300,True,pu_zscore,1.5911158323287964,ckpt_norm/ood_gcn/ood_gcn_heldout_IEEE39_s300.pt,100,25.120189666748047,23881.494140625,1000,0.6683298349380493,568.3916015625,2900,0.23694559931755066,0.04571785777807236,3800,0.32485905289649963,24.14099884033203,24251.5859375,24305.783203125,24437.58984375,3568.06103515625,4002.767333984375,4265.83154296875,0.136019766330719,0.1762964278459549,0.20449578762054443,62.28479766845703,74.70011901855469,173.25479125976562,2900,0.3834482729434967,0.17448276281356812,0.7895683646202087,0.152125284075737,3667.5017507304715,23164.14486492114,14109.52597424322,1109.4992925582965,29762.393913195025,3174.969811263408,2970.607885189872,880.8514359528702,0.004102766341884667,5097.76938556406,442.2535128840565,0.24041657434079328,0.6891203190782185,0.17603686635944701,0.646441073512252
ood,gcn,IEEE39,IEEE39,700,True,pu_zscore,1.6332828998565674,ckpt_norm/ood_gcn/ood_gcn_heldout_IEEE39_s700.pt,100,25.636821746826172,24372.48828125,1000,0.8319036364555359,737.3594360351562,2900,0.2744888663291931,0.057627253234386444,3800,0.7619146108627319,52.30563735961914,24788.05078125,24852.134765625,25037.84375,4389.6826171875,4818.35693359375,5104.81640625,0.1471138447523117,0.1790042370557785,0.21832275390625,170.9971160888672,241.62745666503906,269.16314697265625,2900,0.3834482729434967,0.06896551698446274,0.9973021745681763,0.11017896980047226,9455.127257207796,65765.15234973042,31602.926857348168,11186.751479612318,71448.91875163154,34746.81046947089,7657.905300617233,8839.151862499997,0.004102766341884667,5377.679008122519,442.2535128840565,0.24041657434079328,0.9155772213605141,0.003686635944700461,0.8900233372228705
ood,gcn,UK,UK,0,True,pu_zscore,0.18335013091564178,ckpt_norm/ood_gcn/ood_gcn_heldout_UK_s0.pt,100,0.7786189913749695,25934.0078125,2400,0.17570430040359497,1461.6595458984375,500,5.720230579376221,0.18818283081054688,2800,2.140742301940918,272.5498962402344,32316.28515625,34130.83984375,34201.015625,3837.792724609375,6340.83837890625,10329.2197265625,0.35335278511047363,0.4093308448791504,0.49125224351882935,723.9671020507812,913.1607666015625,1090.1329345703125,500,0.0,0.9919999837875366,,0.9919999837875366,55364.511705593875,539853.7333619052,254671.88579476374,119976.38524220529,577455.2023977808,358489.5434568588,4478.140435252734,19980.670801480937,0.02256714660795467,16194.537027048455,366.00194481596884,0.13235955056179774,0.918876404494382,0.035653650254668934,0.911939911939912
ood,gcn,UK,UK,100,True,pu_zscore,0.17377504706382751,ckpt_norm/ood_gcn/ood_gcn_heldout_UK_s100.pt,100,0.7200933694839478,23461.990234375,2400,0.19249524176120758,1493.5975341796875,500,8.766411781311035,0.248763769865036,2800,2.5343730449676514,313.5201110839844,33633.4296875,35276.7890625,35372.16796875,4099.5908203125,7077.953125,11614.6962890625,0.6894549131393433,0.8261846899986267,1.025418758392334,919.6011352539062,1113.747802734375,1485.8734130859375,500,0.0,0.8420000076293945,,0.8420000076293945,62025.32771584401,643882.6609934634,368889.27692156256,110722.14284618638,581469.8040512877,325709.0999427663,5053.588522430851,19113.215285949373,0.02256714660795467,17899.06372022919,366.00194481596884,0.13235955056179774,0.9159550561797752,0.0500848896434635,0.9107744107744108
ood,gcn,UK,UK,1000,True,pu_zscore,0.170364648103714,ckpt_norm/ood_gcn/ood_gcn_heldout_UK_s1000.pt,100,0.5258602499961853,15363.0888671875,2400,0.3304422199726105,1808.887451171875,500,32.30267333984375,0.534052312374115,2800,7.040858268737793,738.150634765625,30483.791015625,33221.26953125,33340.4765625,6832.17041015625,15875.775390625,16144.3994140625,3.4912283420562744,3.8772289752960205,3.9456841945648193,2588.93505859375,3120.2265625,3313.723388671875,500,0.0,0.7179999947547913,,0.7179999947547913,70159.48376900911,1263591.5992283446,322090.32223795255,148797.47716251633,2580274.402342556,482521.7842340081,5761.815997567617,27561.28712503936,0.02256714660795467,18141.73840763672,366.00194481596884,0.13235955056179774,0.8980898876404494,0.06960950764006792,0.8931623931623932
ood,gcn,UK,UK,300,True,pu_zscore,0.39567211270332336,ckpt_norm/ood_gcn/ood_gcn_heldout_UK_s300.pt,100,1.2968802452087402,43467.21484375,2400,0.7611640691757202,4682.71435546875,500,18.481639862060547,0.5389763712882996,2800,3.487234354019165,362.40008544921875,46400.26171875,48077.76953125,48158.109375,21679.328125,28967.822265625,38227.4453125,1.4477049112319946,1.5618306398391724,1.6801838874816895,1317.036376953125,1985.05078125,2650.22607421875,500,0.0,0.9679999947547913,,0.9679999947547913,42637.62886151107,378678.368588994,140301.1557013551,94791.54668514061,458989.3323453559,297451.77384993166,3490.261210180156,16780.020987823445,0.02256714660795467,11149.790483148741,366.00194481596884,0.13235955056179774,0.9243820224719101,0.050933786078098474,0.9206164206164206
ood,gcn,UK,UK,700,True,pu_zscore,0.1552431583404541,ckpt_norm/ood_gcn/ood_gcn_heldout_UK_s700.pt,100,0.6415372490882874,20175.076171875,2400,0.16792908310890198,1319.345458984375,500,18.567665100097656,0.5162845849990845,2800,3.771484375,394.50616455078125,33182.9375,35194.5,35270.046875,4214.171875,5548.875,10944.5361328125,1.4287409782409668,1.66446053981781,1.7932603359222412,1357.058349609375,2144.231689453125,2544.480224609375,500,0.0,1.0,,1.0,45286.80249577956,352338.9617235021,152751.63923117064,116963.47327004882,509384.6109596849,335303.8390891014,3721.91449171896,19992.784158808325,0.02256714660795467,11852.69433701453,366.00194481596884,0.13235955056179774,0.900561797752809,0.04499151103565365,0.8922558922558923
within,gat,IEEE118,IEEE118,0,False,pu_zscore,0.001247264095582068,ckpt_norm/within_gat/within_gat_IEEE118_s0.pt,100,0.01221155934035778,23.151538848876953,5400,0.0020701398607343435,2.6546623706817627,6400,0.0033331026788800955,0.0004442704957909882,11700,0.01899825595319271,0.9487153887748718,41.3206901550293,78.04363250732422,109.28173828125,6.4127116203308105,17.693758010864258,226.102294921875,0.0011383499950170517,0.0026193729136139154,0.01137465238571167,2.4094786643981934,14.618661880493164,44.42958068847656,6400,0.13328124582767487,0.1368750035762787,0.004689331632107496,0.004867495968937874,64.19831762351699,2465.219103843166,216.93069999437168,15.306336993800256,953.355588682754,51.34074727663045,213.02343411403862,22.920165592301366,0.004088260984445132,639.3258787062132,659.4805234105978,0.10195652173913043,0.12027173913043478,0.039445628997867806,0.02487291212781409
