model,train_grid,test_grid,unseen,seed,regime,num_layers,hidden,learning_rate,normalize,nrmse,mse,mae,nrmse_P,nrmse_Q,nrmse_V,nrmse_theta,mse_P,mse_Q,mse_V,mse_theta,mae_P,mae_Q,mae_V,mae_theta
gcn,IEEE118,IEEE118,False,1000,B,2,128,0.001,pu_zscore,0.006544204428792,266.4870300292969,2.558687686920166,0.0022009769454598,0.0081690922379493,0.0142637062817811,0.0312323439866304,190.2406768798828,749.5935668945312,1.0033725629909895e-05,126.11376953125,0.8152226805686951,5.288302421569824,0.000855017977301,4.130370616912842
gcn,IEEE118,UK,True,1000,B,2,128,0.001,pu_zscore,0.303420215845108,18396846.0,1862.660888671875,0.0972960069775581,0.6310160160064697,6.159511566162109,7.297394752502441,19021836.0,53178328.0,0.0618485175073146,1387230.75,781.9288940429688,5751.09716796875,0.0894380956888198,917.5280151367188
gcn,UK,IEEE24,True,0,B,2,128,0.001,pu_zscore,2.4874815940856934,2925482.5,410.4523010253906,1.4394328594207764,2.8043370246887207,0.2491280883550644,0.7839460968971252,8737527.0,2960145.0,0.0013073176378384,4256.138671875,599.6805419921875,988.96240234375,0.0228812117129564,53.143253326416016
gcn,UK,IEEE39,True,0,B,2,128,0.001,pu_zscore,4.929619312286377,35938088.0,864.1992797851562,2.59485936164856,5.027312755584717,0.1665714830160141,0.6959918141365051,56352340.0,87393984.0,0.0019137552008032,6031.2998046875,1202.0377197265625,2189.645751953125,0.0322581119835376,65.0816421508789
gcn,UK,IEEE118,True,0,B,2,128,0.001,pu_zscore,0.958189070224762,5713007.0,738.4186401367188,0.3828801810741424,1.232433199882507,0.1521757096052169,0.512738049030304,5757024.5,17061018.0,0.0011420579394325,33989.47265625,220.81866455078125,2558.71728515625,0.0221288613975048,174.1163787841797
gcn,UK,UK,False,0,B,2,128,0.001,pu_zscore,0.0067964917980134,9230.47265625,13.659686088562012,0.0036818641237914,0.0085120778530836,0.0152087314054369,0.0149477999657392,27239.423828125,9676.650390625,3.77070620061204e-07,5.820597171783447,9.173133850097656,43.97537612915039,8.607889321865514e-05,1.490147352218628
gcn,UK,IEEE24,True,100,B,2,128,0.001,pu_zscore,8.794110298156738,36564656.0,1344.3907470703125,4.846916675567627,11.196730613708496,0.1918941587209701,0.4599325060844421,99068784.0,47188376.0,0.0007756382692605,1464.979736328125,2030.9483642578125,3313.126220703125,0.0165983159095048,33.471439361572266
gcn,UK,IEEE39,True,100,B,2,128,0.001,pu_zscore,2.5775015354156494,9824853.0,597.7980346679688,1.633717060089111,2.214245080947876,0.2092273235321045,0.8098455667495728,22337676.0,16953564.0,0.003019408788532,8165.95703125,756.7915649414062,1581.6710205078125,0.0393847674131393,52.690189361572266
gcn,UK,IEEE118,True,100,B,2,128,0.001,pu_zscore,0.2087867707014084,271249.0625,133.7266082763672,0.1078982651233673,0.2337710112333297,0.0922178775072097,0.328544557094574,457194.75,613846.1875,0.000419399322709,13955.388671875,61.64442443847656,363.9200439453125,0.0099790627136826,109.33197021484376
gcn,UK,UK,False,100,B,2,128,0.001,pu_zscore,0.0076161702163517,11591.1796875,17.236221313476562,0.0041995672509074,0.0090422434732317,0.0159241408109664,0.0163150671869516,35438.19140625,10919.58984375,4.1337935385854507e-07,6.934109687805176,20.718233108520508,46.74077606201172,8.926496229832992e-05,1.48578679561615
gcn,UK,IEEE24,True,300,B,2,128,0.001,pu_zscore,10.151118278503418,48719800.0,2195.18896484375,3.661513566970825,19.17098426818848,0.2487278133630752,0.8493640422821045,56536256.0,138337952.0,0.0013031200505793,4996.10009765625,1534.49951171875,7184.765625,0.022844111546874,61.46762847900391
gcn,UK,IEEE39,True,300,B,2,128,0.001,pu_zscore,3.83302640914917,21727604.0,1081.84130859375,1.3447046279907229,4.555910587310791,0.2121530026197433,0.5749465823173523,15133454.0,71772824.0,0.0031044413335621,4115.8330078125,622.43994140625,3652.634033203125,0.0409704111516475,52.2502555847168
gcn,UK,IEEE118,True,300,B,2,128,0.001,pu_zscore,1.3309965133666992,11023415.0,597.8410034179688,0.7229587435722351,1.4477832317352295,0.0913284197449684,0.4274476766586303,20525766.0,23544272.0,0.0004113479808438,23622.142578125,417.0262145996094,1830.5318603515625,0.010609014891088,143.79510498046875
gcn,UK,UK,False,300,B,2,128,0.001,pu_zscore,0.006725541781634,9038.7607421875,13.133011817932127,0.0036988737992942,0.0080514242872595,0.0155648421496152,0.0148167004808783,27491.69140625,8657.6357421875,3.949355402710353e-07,5.71894645690918,12.320995330810549,38.6328239440918,9.227255213772878e-05,1.578132390975952
gcn,UK,IEEE24,True,700,B,2,128,0.001,pu_zscore,7.656656742095947,27717628.0,1179.345947265625,4.596971035003662,7.602165222167969,0.1438537389039993,0.5927509665489197,89114680.0,21753402.0,0.0004358910955488,2433.2568359375,1926.7791748046875,2746.2880859375,0.0124584250152111,44.30427551269531
gcn,UK,IEEE39,True,700,B,2,128,0.001,pu_zscore,1.0498241186141968,1629901.5,302.76104736328125,0.2608948349952698,1.3115861415863037,0.2255026549100875,0.3474334478378296,569659.375,5948444.0,0.0035074248444288,1502.954833984375,120.74224090576172,1060.8970947265625,0.03974075242877,29.365131378173828
gcn,UK,IEEE118,True,700,B,2,128,0.001,pu_zscore,1.140379548072815,8092098.0,389.82757568359375,0.8274164795875549,0.6967807412147522,0.114712044596672,0.4759714007377624,26885660.0,5453439.5,0.0006489564548246,29289.7109375,477.299072265625,919.2720336914062,0.0145486406981945,162.72447204589844
gcn,UK,UK,False,700,B,2,128,0.001,pu_zscore,0.011145120486617,24821.263671875,34.44139862060547,0.0059276572428643,0.0146441617980599,0.0156332217156887,0.0394357740879058,70603.8828125,28640.654296875,3.9841316379352076e-07,40.512943267822266,29.45261573791504,105.3058853149414,9.13071635295637e-05,3.0069966316223145
gcn,UK,IEEE24,True,1000,B,2,128,0.001,pu_zscore,0.5911092162132263,165201.1875,161.6055908203125,0.1685826778411865,1.161917209625244,0.1507690101861953,2.176074266433716,119848.2265625,508162.8125,0.0004788062942679,32793.73046875,68.36764526367188,432.7061767578125,0.0130788153037428,145.3354034423828
gcn,UK,IEEE39,True,1000,B,2,128,0.001,pu_zscore,0.9961580634117126,1467522.25,172.5160675048828,0.805797278881073,0.3505503833293915,0.2256718724966049,0.9383218288421632,5434203.5,424923.3125,0.0035126912407577,10962.4169921875,373.244384765625,255.1462860107422,0.039889421314001,61.63375854492188
gcn,UK,IEEE118,True,1000,B,2,128,0.001,pu_zscore,0.2172198444604873,293603.5625,186.7115631103516,0.0137635897845029,0.317964643239975,0.1166484206914901,0.4924065172672272,7439.3642578125,1135627.5,0.0006710504530929,31347.359375,6.506551742553711,579.5482788085938,0.0151125388219952,160.77635192871094
gcn,UK,UK,False,1000,B,2,128,0.001,pu_zscore,0.0074106501415371,10974.05078125,27.33377456665039,0.0031188244465738,0.013496964238584,0.0154987601563334,0.0288668684661388,19545.38671875,24329.103515625,3.9158911135928076e-07,21.707624435424805,16.46539878845215,90.339599609375,0.0001159815510618,2.5299832820892334
gin,IEEE24,IEEE24,False,0,B,3,128,0.001,pu_zscore,0.0102005191147327,49.19514465332031,1.4183343648910522,0.0055726743303239,0.0127005502581596,0.0175662245601415,0.0271557848900556,130.95831298828125,60.71523284912109,6.499689789052354e-06,5.10702657699585,1.5344598293304443,2.894683837890625,0.0010063104564324,1.2431873083114624
gin,IEEE24,IEEE39,True,0,B,3,128,0.001,pu_zscore,0.1227538883686065,22284.28515625,40.51675033569336,0.0686383619904518,0.1150672510266304,0.25211963057518,0.5613859295845032,39429.2109375,45783.94140625,0.0043842811137437,3923.970458984375,31.361661911010746,74.59075927734375,0.0434040911495685,56.07118606567383
gin,IEEE24,IEEE118,True,0,B,3,128,0.001,pu_zscore,0.1283279806375503,102471.9609375,79.29554748535156,0.0914311036467552,0.0715868398547172,0.1571071743965149,0.4311456978321075,328292.0,57563.15625,0.0012172771384939,24032.640625,52.48077774047852,118.56329345703124,0.0222087893635034,146.11593627929688
gin,IEEE24,UK,True,0,B,3,128,0.001,pu_zscore,0.1425450444221496,4060304.75,640.6918334960938,0.075408861041069,0.1397352516651153,14.216651916503906,9.204649925231934,11426341.0,2607749.5,0.3294817209243774,2207128.0,541.5054931640625,1003.2994995117188,0.1849225759506225,1017.7772216796876
gin,IEEE24,IEEE24,False,100,B,3,128,0.001,pu_zscore,0.010659652762115,53.72344207763672,1.3214248418807983,0.0058584078215062,0.0131549509242177,0.0211492553353309,0.026934515684843,144.73211669921875,65.13748931884766,9.421626600669695e-06,5.024139881134033,1.3697761297225952,2.8358731269836426,0.0009736091014929,1.0790762901306152
gin,IEEE24,IEEE39,True,100,B,3,128,0.001,pu_zscore,0.1289391815662384,24586.572265625,46.73844146728516,0.0681062787771225,0.1250940412282943,0.3024979531764984,0.6594943404197693,38820.2734375,54110.6796875,0.0063114613294601,5415.32861328125,31.113914489746094,88.23855590820312,0.0522285848855972,67.549072265625
gin,IEEE24,IEEE118,True,100,B,3,128,0.001,pu_zscore,0.1239211186766624,95554.9140625,86.25702667236328,0.0821540579199791,0.0896452516317367,0.1231082901358604,0.456143707036972,265051.59375,90267.796875,0.000747432699427,26900.2734375,47.07918930053711,141.26980590820312,0.0162589903920888,156.66285705566406
gin,IEEE24,UK,True,100,B,3,128,0.001,pu_zscore,0.3301647901535034,21782910.0,1985.12255859375,0.0593664348125457,0.7196915149688721,23.41841697692871,20.432079315185547,7081810.5,69174608.0,0.8940293192863464,10875223.0,389.9847106933594,5058.91845703125,0.2964652776718139,2491.291259765625
gin,IEEE24,IEEE24,False,300,B,3,128,0.001,pu_zscore,0.0106745976954698,53.87419128417969,1.3803499937057495,0.0059028882533311,0.0129827316850423,0.0179013106971979,0.027177944779396,146.93824768066406,63.443145751953125,6.750026386725949e-06,5.115365028381348,1.422412991523743,2.843544006347656,0.0012099163141101,1.2542332410812378
gin,IEEE24,IEEE39,True,300,B,3,128,0.001,pu_zscore,0.1114757508039474,18377.607421875,37.27128601074219,0.056143619120121,0.1122675836086273,0.266980916261673,0.533714234828949,26380.62109375,43583.1328125,0.0049163806252181,3546.665283203125,25.45644187927246,71.9154281616211,0.0460045337677001,51.66727828979492
