train_grid,IEEE118,IEEE24,IEEE39,UK
IEEE118,0.00860754307359457,9.555671691894531,2.7391138076782227,26.838390350341797
IEEE24,0.10212422907352448,0.011048507876694202,0.13784164190292358,0.2787967920303345
IEEE39,0.10511685907840729,0.2374991625547409,0.015528043732047081,0.689875602722168
UK,0.7116098403930664,0.7064916491508484,0.1673293262720108,0.005721633322536945
