train_grid,IEEE118,IEEE24,IEEE39,UK
IEEE118,0.010486768558621407,1.2023277282714844,1.1875680685043335,1.301073431968689
IEEE24,0.10307898372411728,0.043755773454904556,0.12222805619239807,0.14715376496315002
IEEE39,0.11487216502428055,0.17302891612052917,0.05099206045269966,0.14465013146400452
UK,0.3177982568740845,0.61091548204422,0.2539004981517792,0.010985532775521278
