,IEEE24,IEEE39,IEEE118,UK
IEEE24,0.07922030132024743,1.0426088617326963,1.18196342815701,1.2167175324318587
IEEE39,0.9429397638221502,0.12111614342291359,1.1779699829159387,1.2324286225931145
IEEE118,0.8707152243787175,0.8391892121089805,0.12302042384083312,1.2148210016313798
UK,0.2737418384064258,0.32082615459648683,0.46646599172673187,0.0002720277925925386
