train_grid,IEEE118,IEEE24,IEEE39,UK
IEEE118,0.0060040769167244434,1.5067144632339478,17.1420955657959,2.2637887001037598
IEEE24,0.1016910970211029,0.012093906290829182,0.23408423364162445,0.1488351672887802
IEEE39,0.1033066064119339,0.15821398794651031,0.022936655208468437,0.14796291291713715
UK,0.10679084062576294,0.3364464044570923,0.6876513957977295,0.011062783189117908
