train_grid,IEEE118,IEEE24,IEEE39,UK
IEEE118,0.00418032705783844,2.716492176055908,2.8066768646240234,1.2829052209854126
IEEE24,0.1026422530412674,0.14663918316364288,0.13337349891662598,0.14556699991226196
IEEE39,0.10134521871805191,0.15876595675945282,0.009628674946725368,0.1460917592048645
UK,0.10230975598096848,0.1468845009803772,0.08119646459817886,0.005553525872528553
