train_grid,IEEE118,IEEE24,IEEE39,UK
IEEE118,0.0049422308802604675,2.47052264213562,2.2358944416046143,2.923896551132202
IEEE24,0.10244818776845932,0.011443081311881542,0.14517371356487274,0.09960903227329254
IEEE39,0.10252789407968521,0.16060827672481537,0.01618490368127823,0.14897958934307098
UK,0.10831208527088165,0.195193812251091,0.13969123363494873,0.008321711793541908
