model,grid,seed,regime,num_layers,hidden,learning_rate,normalize,nrmse,mse,mae,nrmse_P,nrmse_Q,nrmse_V,nrmse_theta,mse_P,mse_Q,mse_V,mse_theta,mae_P,mae_Q,mae_V,mae_theta
nnconv,UK,0,A,2,128,0.001,pu_zscore,0.0004002027853857,37.92474365234375,1.489290475845337,0.0001390333927702,0.0007648519240319,0.0007384412456303,0.0011556635145097,44.227420806884766,107.4342269897461,4.626496408199897e-10,0.0373517610132694,0.9424395561218262,4.889582633972168,5.527714165509678e-06,0.1251340508460998
nnconv,UK,100,A,2,128,0.001,pu_zscore,0.0005093353101983,61.428524017333984,1.995611310005188,0.0002664821222424,0.0006730749737471,0.0005982924485579,0.0011900354875251,162.47610473632812,83.19837188720703,3.0370175818639206e-10,0.0396066457033157,2.224134683609009,5.615326881408691,5.328613951860461e-06,0.1429789513349533
nnconv,UK,300,A,2,128,0.001,pu_zscore,0.000504235853441,60.20463943481445,2.055261373519897,0.0002102190919686,0.0008720186306163,0.0006093192496336,0.0014421434607356,101.11083221435548,139.64952087402344,3.1499960972958263e-10,0.0581654608249664,1.7196521759033203,6.3276238441467285,5.362054253055248e-06,0.1737648844718933
transformer,IEEE24,0,A,2,128,0.001,pu_zscore,0.0002053213247563,0.0232556834816932,0.0408132225275039,9.124725329456852e-05,0.0003284451086074,0.0004126070998609,0.000369849789422,0.0408817753195762,0.051591508090496,2.067692239648977e-09,0.0005494548822753,0.0357978120446205,0.1108818724751472,2.297828541486524e-05,0.0165502298623323
transformer,IEEE24,100,A,2,128,0.001,pu_zscore,0.0002289397089043,0.0289136692881584,0.0371351018548011,0.0001233024668181,0.0002892162010539,0.0004483445372898,0.0004990866873413,0.0746506676077842,0.0400034859776496,2.4413850940874227e-09,0.001000537420623,0.0392857789993286,0.085962951183319,2.195383058278821e-05,0.0232697408646345
transformer,IEEE24,300,A,2,128,0.001,pu_zscore,0.0009289772133342,0.4760703146457672,0.1129046157002449,0.0005939557449892,0.0005977024557068,0.0005667136865667,0.0005527794128283,1.7322009801864624,0.1708530485630035,3.900676226464839e-09,0.0012273967731744,0.263784795999527,0.1614881604909896,3.39418402290903e-05,0.0263114608824253
transformer,IEEE24,700,A,2,128,0.001,pu_zscore,0.0002222519105998,0.0272490885108709,0.0368502177298069,0.0001315723202424,0.0002179568546125,0.0003933244443032,0.000563855166547,0.0850000530481338,0.0227192305028438,1.8789461098123184e-09,0.0012770752655342,0.0523335076868534,0.0682586356997489,2.202736868639477e-05,0.0267867147922515
transformer,IEEE24,1000,A,2,128,0.001,pu_zscore,0.000178320260602,0.0175413247197866,0.0352813899517059,9.619930642656982e-05,0.0002243639028165,0.000545454910025,0.0004026351089123,0.0454395450651645,0.0240745712071657,3.6135179293239612e-09,0.0006511853425763,0.0367028377950191,0.0860848724842071,3.428940908634104e-05,0.0183035656809806
transformer,IEEE39,0,A,2,128,0.001,pu_zscore,0.0136169418692588,282.0032958984375,1.7530310153961182,0.0003336051886435,0.0174612738192081,0.0410290583968162,0.0373722948133945,0.9476437568664552,1111.5838623046875,0.0001078314890037,15.481836318969728,0.1190605014562606,5.725401878356934,0.0023121784906834,1.1653496026992798
transformer,IEEE39,100,A,2,128,0.001,pu_zscore,0.013319032266736,269.79901123046875,1.7305645942687988,0.0007812863914296,0.0170395784080028,0.041024349629879,0.0373419225215911,5.19756555557251,1058.541748046875,0.0001078067361959,15.45668125152588,0.3166206479072571,5.427197456359863,0.0024739005602896,1.1759662628173828
transformer,IEEE39,300,A,2,128,0.001,pu_zscore,0.0134363397955894,274.5724792480469,1.805395007133484,0.0014823201345279,0.0170816536992788,0.0406212992966175,0.0377594344317913,18.70956039428711,1063.77587890625,0.0001056988330674,15.804248809814451,0.4095371067523956,5.570610523223877,0.0025425548665225,1.2388898134231567
transformer,IEEE39,700,A,2,128,0.001,pu_zscore,0.0136142615228891,281.89227294921875,1.877551794052124,0.0017895406344905,0.0172484777867794,0.0408086851239204,0.0375683195888996,27.26858711242676,1084.65576171875,0.0001066762488335,15.64466953277588,0.5168657302856445,5.755280494689941,0.0024668292608112,1.2355934381484983
transformer,IEEE39,1000,A,2,128,0.001,pu_zscore,0.0132734486833214,267.9554748535156,1.709086298942566,0.0009393783984705,0.0169630795717239,0.0401455387473106,0.037090741097927,7.513818264007568,1049.05859375,0.0001032374057103,15.249439239501951,0.3668695390224457,5.21027421951294,0.0025048651732504,1.256696105003357
transformer,IEEE118,0,A,2,128,0.001,pu_zscore,0.0021681571379303,26.48290061950684,0.7370325922966003,0.0010367311770096,0.0023951483890414,0.001924080774188,0.0161318518221378,40.94141387939453,56.68164825439453,1.6270523417460939e-07,8.308540344238281,0.5708751678466797,1.5309901237487793,0.000141937052831,0.8461229801177979
transformer,IEEE118,100,A,2,128,0.001,pu_zscore,0.001222770079039,8.423130989074707,0.5318860411643982,0.0002308291732333,0.0015135415596887,0.0026645429898053,0.0168164148926734,2.029606342315674,22.634260177612305,3.120328813110973e-07,9.028656959533691,0.0825351849198341,1.0450068712234497,0.000202896335395,0.9997992515563964
transformer,IEEE118,300,A,2,128,0.001,pu_zscore,0.0016801564488559,15.90316104888916,0.5595431923866272,0.00059329677606,0.0020148751791566,0.0028403750620782,0.0177794508635997,13.408321380615234,40.11195755004883,3.545735296484054e-07,10.092366218566896,0.2441238313913345,1.0109249353408811,0.0001910053542815,0.9829331040382384
transformer,IEEE118,700,A,2,128,0.001,pu_zscore,0.0014219776494428,11.39120101928711,0.5897534489631653,0.0003685150004457,0.0017750981496647,0.0025067457463592,0.0170293264091014,5.172979831695557,31.133100509643555,2.761693451702741e-07,9.2587251663208,0.1657177954912185,1.264079213142395,0.0001494329771958,0.9290673732757568
transformer,IEEE118,1000,A,2,128,0.001,pu_zscore,0.0012486074119806,8.782855987548828,0.4839438199996948,0.0004701331781689,0.0013952821027487,0.0014814009191468,0.0153030874207615,8.419227600097656,19.23542213439941,9.644953280485424e-08,7.476777076721191,0.2329031974077224,0.94279807806015,0.0001148789597209,0.7599590420722961
transformer,UK,0,A,2,128,0.001,pu_zscore,0.0002633832627907,16.4262638092041,1.0522042512893677,0.0001308520586462,0.0003798438119702,0.0004428930405993,0.0010776371927931,39.17549896240234,26.497079849243164,1.664247906152383e-10,0.0324783064424991,0.9267990589141846,3.155309200286865,2.484444848960265e-06,0.1267063468694687
transformer,UK,100,A,2,128,0.001,pu_zscore,0.0004846343945246,55.614871978759766,1.6254997253417969,0.0002741274947766,0.0005243837949819,0.0002637853322084,0.0009884354658424,171.9327392578125,50.49942779541016,5.903662281259159e-11,0.0273240376263856,2.2833175659179688,4.102570533752441,1.926154936882085e-06,0.1161084920167923
transformer,UK,300,A,2,128,0.001,pu_zscore,0.000307362730382,22.369945526123047,1.04875648021698,0.000160727664479,0.0004066030378453,0.000365077285096,0.0006395612144842,59.106422424316406,30.36191749572754,1.1308107228380492e-10,0.011439642868936,1.1747931241989136,2.953110456466675,3.0930700631870423e-06,0.0671194568276405
transformer,UK,700,A,2,128,0.001,pu_zscore,0.0002268941025249,12.190145492553713,0.8121925592422485,0.0001250472123501,0.0002656845608726,0.0003054196713492,0.0008527224417775,35.776798248291016,12.963449478149414,7.914333077785328e-11,0.0203359108418226,0.8499932885169983,2.3081183433532715,2.216881739514065e-06,0.0906567722558975
transformer,UK,1000,A,2,128,0.001,pu_zscore,0.0002551603247411,15.416605949401855,0.9930097460746764,0.0001318355061812,0.0003452141536399,0.0002669256646186,0.000705164799001,39.766578674316406,21.885934829711918,6.045063755122371e-11,0.0139068746939301,0.9772765040397644,2.920405864715576,2.128111873389571e-06,0.0743547156453132
