model,grid,seed,regime,num_layers,hidden,learning_rate,normalize,nrmse,mse,mae,nrmse_P,nrmse_Q,nrmse_V,nrmse_theta,mse_P,mse_Q,mse_V,mse_theta,mae_P,mae_Q,mae_V,mae_theta
gcn,UK,0,A,2,128,0.001,pu_zscore,0.000487194454763,56.20398712158203,2.314668893814087,0.0001714246027404,0.0009258796926587,0.0006128932000137,0.0022912556305527,67.23567199707031,157.4334716796875,3.1870572847481066e-10,0.1468234211206436,1.2532975673675537,7.7834858894348145,4.578520474751713e-06,0.2218872308731079
gcn,UK,100,A,2,128,0.001,pu_zscore,0.0005395867628976,68.94219970703125,1.9927079677581787,0.0002844862465281,0.0007016607560217,0.0005764595116488,0.0025450205430388,185.17225646972656,90.41537475585938,2.819407762810755e-10,0.1811468750238418,2.4222023487091064,5.296642303466797,5.034865807829192e-06,0.2519817352294922
gcn,UK,300,A,2,128,0.001,pu_zscore,0.0005178153514862,63.49102020263672,2.495506525039673,0.0001435458398191,0.0010607325239107,0.0007854389259591,0.0025802345480769,47.1448860168457,206.6330108642578,5.234137567811104e-10,0.1861943900585174,0.9395930171012878,8.76984691619873,7.14450061423122e-06,0.2725792825222015
gcn,UK,700,A,2,128,0.001,pu_zscore,0.0056253070943057,7492.98779296875,22.183393478393555,0.0027032552752643,0.0084900865331292,0.0011256518773734,0.022847032174468,16719.6640625,13237.6884765625,1.0750496048927971e-09,14.598484992980955,21.95999336242676,64.82599639892578,9.83071731752716e-06,1.9475784301757808
gcn,UK,1000,A,2,128,0.001,pu_zscore,0.0044323112815618,4651.8212890625,14.243408203125,0.0023221671581268,0.0058361198753118,0.0012847766047343,0.0225957985967397,12337.8740234375,6255.13037109375,1.4004754023133612e-09,14.279191970825195,12.950751304626465,42.135536193847656,1.2365250768198166e-05,1.8873332738876345
gin,IEEE24,0,A,3,128,0.001,pu_zscore,0.0003132575948256,0.0541332624852657,0.0495147258043289,0.0001821104669943,0.0003303094708826,0.0010346060153096,0.0006140558980405,0.1628395617008209,0.0521788634359836,1.3000572174348692e-08,0.0015145969809964,0.0701971054077148,0.0992689132690429,6.802633288316429e-05,0.0285248700529336
gin,IEEE24,100,A,3,128,0.001,pu_zscore,0.0003505858185235,0.0678031146526336,0.0538850352168083,0.0002048661262961,0.0003637892659753,0.0005193372489884,0.0006772768101654,0.206077441573143,0.0632925108075141,3.2757547785422503e-09,0.0018425266025587,0.0784994661808013,0.1063788086175918,2.6587173124426045e-05,0.0306352861225605
gin,IEEE24,300,A,3,128,0.001,pu_zscore,0.0004266184405423,0.1004014909267425,0.0643514096736908,0.0002631569805089,0.0003535849100444,0.0007153761107474,0.0006661129882559,0.3400321006774902,0.0597915835678577,6.215576053847371e-09,0.001782284816727,0.1095290780067443,0.1188853457570076,4.479589551920071e-05,0.0289464183151721
gin,IEEE24,700,A,3,128,0.001,pu_zscore,0.0004010801494587,0.0887407958507537,0.0484083518385887,0.0002524505252949,0.0002922780113294,0.0005741890054196,0.0005423431284725,0.312926709651947,0.0408549755811691,4.004259590573156e-09,0.0011814888566732,0.0744333118200302,0.0957619249820709,3.498584192129783e-05,0.0234031789004802
gin,IEEE24,1000,A,3,128,0.001,pu_zscore,0.000435713911429,0.1047282367944717,0.0775376632809639,0.000231650104979,0.0005663558258675,0.0005729495314881,0.0007102480158209,0.2634845674037933,0.153402104973793,3.986990737558926e-09,0.0020262887701392,0.0706066265702247,0.2076123803853988,3.276353163528256e-05,0.0318989045917987
gin,IEEE39,0,A,3,128,0.001,pu_zscore,0.0128753501921892,252.12338256835935,1.409332036972046,0.0005406725686043,0.0165669173002243,0.0028278084937483,0.0220185220241546,2.489133358001709,1000.6304321289062,5.122270181345812e-07,5.374020099639893,0.1515916734933853,4.958023548126221,0.0003894939145538,0.5273246765136719
gin,IEEE39,100,A,3,128,0.001,pu_zscore,0.0129288146272301,254.22161865234372,1.392166256904602,0.0005532823852263,0.0166338589042425,0.0025200361851602,0.0223694778978824,2.6065926551818848,1008.7332153320312,4.067954932907014e-07,5.546698570251465,0.2224738299846649,4.795840740203857,0.0003745052672456,0.5499757528305054
gin,IEEE39,300,A,3,128,0.001,pu_zscore,0.0132409958168864,266.6467590332031,1.508548378944397,0.0009632736328057,0.0169958304613828,0.0024345493875443,0.0224216487258672,7.900941371917725,1053.1134033203125,3.796642715769849e-07,5.572600841522217,0.3748810589313507,5.057076454162598,0.0003597947943489,0.6018763780593872
gin,IEEE39,700,A,3,128,0.001,pu_zscore,0.0130001790821552,257.0358581542969,1.403571367263794,0.0008735324372537,0.0166960284113883,0.0022341737058013,0.0219863634556531,6.497369289398193,1016.2877807617188,3.197395699316985e-07,5.358333110809326,0.3804998993873596,4.753439426422119,0.0003509947564452,0.4799949824810028
gin,IEEE39,1000,A,3,128,0.001,pu_zscore,0.0130441393703222,258.77716064453125,1.654432773590088,0.0012057449202984,0.0167042911052703,0.0031338224653154,0.0221441071480512,12.379136085510254,1017.2939453125,6.29087878678547e-07,5.435496330261231,0.3898206055164337,5.686022758483887,0.0004206503217574,0.5414659976959229
gin,IEEE118,0,A,3,128,0.001,pu_zscore,0.0012254003668203,8.459409713745117,0.624572217464447,0.0003336240479256,0.0015903752064332,0.0014670211821794,0.0120127331465482,4.239798545837402,24.99060821533203,9.458617711288753e-08,4.607230186462402,0.1792367547750473,1.4730793237686155,0.0001151824835687,0.8458577394485474
gin,IEEE118,100,A,3,128,0.001,pu_zscore,0.0007452437421306,3.1288211345672607,0.4213416874408722,0.0001330560771748,0.0008664311608299,0.0019555049948394,0.0117709208279848,0.6743726134300232,7.417297840118408,1.6806323799301026e-07,4.42361307144165,0.0563947223126888,0.8906011581420898,0.0001834633440012,0.7381876707077026
gin,IEEE118,300,A,3,128,0.001,pu_zscore,0.0006730968598276,2.5523436069488525,0.3909878730773926,0.0002026630827458,0.0005627605714835,0.0020580035634338,0.0131438625976443,1.5645148754119873,3.1291391849517822,1.8614321106724677e-07,5.515720844268799,0.0947419852018356,0.6628159880638123,0.0001816300646169,0.8062117695808411
gin,IEEE118,700,A,3,128,0.001,pu_zscore,0.0006376894307322,2.2908806800842285,0.3630662858486175,9.80715049081482e-05,0.0006830749916844,0.0014850542647764,0.0114518050104379,0.3663668036460876,4.610143184661865,9.692583091691632e-08,4.187011241912842,0.043354358524084,0.7454729676246643,0.0001392622652929,0.6632985472679138
gin,IEEE118,1000,A,3,128,0.001,pu_zscore,0.0006802103016525,2.606575965881348,0.3695846796035766,0.0001378935849061,0.0007179030799306,0.0012327696895226,0.0120160281658172,0.72430020570755,5.092244625091553,6.679113084828714e-08,4.6097588539123535,0.0572274886071682,0.7593242526054382,0.0001206506203743,0.661666214466095
gin,UK,0,A,3,128,0.001,pu_zscore,0.0003553773858584,29.90488052368164,1.4257137775421145,0.0001634599175304,0.0005641858442686,0.0003508230147417,0.001036680303514,61.13302612304688,58.4564323425293,1.044230743540986e-10,0.0300564728677272,1.1513683795928955,4.436290264129639,2.7217124625167344e-06,0.1151933521032333
gin,UK,100,A,3,128,0.001,pu_zscore,0.0004907842958346,57.03530883789063,1.6609001159667969,0.0002507906465325,0.0006771080661565,0.0003103423223365,0.0011617016280069,143.90505981445312,84.19840240478516,8.171510690324624e-11,0.0377430915832519,1.9713956117630005,4.537723064422607,2.7819748993351823e-06,0.134479746222496
gin,UK,300,A,3,128,0.001,pu_zscore,0.0007888554246164,147.3524169921875,2.847289085388184,0.0003892424574587,0.0011494235368445,0.0013817901490256,0.0021193271968513,346.6520690917969,242.6320037841797,1.6199607211220266e-09,0.1256158053874969,2.974091053009033,8.220856666564941,8.518079084751662e-06,0.1942017376422882
gin,UK,700,A,3,128,0.001,pu_zscore,0.000425857520895,42.94287872314453,1.5170379877090454,0.0002262535999761,0.0005453436169773,0.0004420811019372,0.0010503024095669,117.12359619140624,54.6170654296875,1.65815139396841e-10,0.0308515485376119,1.7294774055480957,4.223210334777832,3.8236994441831484e-06,0.1154595911502838
gin,UK,1000,A,3,128,0.001,pu_zscore,0.0004942524828948,57.84425735473633,1.905606985092163,0.000221823589527,0.0008041213150136,0.0005064587458036,0.0012791521148756,112.58197021484376,118.7493133544922,2.1762480706399856e-10,0.0457606986165046,1.3434531688690186,6.140969276428223,3.530033609422389e-06,0.138002261519432
nnconv,IEEE24,0,A,2,128,0.001,pu_zscore,0.0004093161551281,0.0924227237701416,0.0843132436275482,0.0001862879580585,0.0006377669633366,0.0008698380552232,0.0010896369349211,0.1703961193561554,0.1945255547761917,9.189444760693276e-09,0.0047691939398646,0.0586029551923275,0.2273557484149933,5.082706775283441e-05,0.0512434542179107
nnconv,IEEE24,100,A,2,128,0.001,pu_zscore,0.0003710862074512,0.0759644880890846,0.062832087278366,0.0002015182108152,0.0004609859897755,0.0011904728598892,0.0008393006282858,0.1993970274925232,0.1016314327716827,1.721279652144858e-08,0.0028295440133661,0.0766294598579406,0.139342576265335,7.10820168023929e-05,0.0352852568030357
nnconv,IEEE24,300,A,2,128,0.001,pu_zscore,0.0004974316689185,0.1364984959363937,0.0773798003792762,0.0002958049590233,0.0004732917586807,0.0011454113991931,0.0015156837180256,0.4296363890171051,0.1071298494935035,1.5934391583982688e-08,0.0092278067022562,0.1042951941490173,0.1357185095548629,6.038628634996712e-05,0.0694450885057449
nnconv,IEEE39,0,A,2,128,0.001,pu_zscore,0.0132328672334551,266.3194885253906,1.846503973007202,0.0011920804390683,0.0168707892298698,0.0411846563220024,0.0373981520533561,12.100146293640137,1037.674560546875,0.000108650936454,15.503265380859377,0.4534113109111786,5.730853080749512,0.0026326100341975,1.199118971824646
nnconv,IEEE39,100,A,2,128,0.001,pu_zscore,0.0135018052533268,277.2545471191406,1.93315064907074,0.0020141173154115,0.0170451998710632,0.0401761978864669,0.0370741635560989,34.5421257019043,1059.240478515625,0.0001033951557474,15.23581314086914,0.9296720027923584,5.670287609100342,0.002484556287527,1.1301592588424685
nnconv,IEEE39,300,A,2,128,0.001,pu_zscore,0.0133293904364109,270.2187805175781,1.7378782033920288,0.0007958127534948,0.017049640417099,0.041189569979906,0.0376226529479026,5.392638683319092,1059.7923583984375,0.0001086768388631,15.68995761871338,0.3509792685508728,5.222562313079834,0.0027790034655481,1.3751922845840454
nnconv,IEEE118,0,A,2,128,0.001,pu_zscore,0.0015719680814072,13.921032905578612,0.5968510508537292,0.0006828958867117,0.0016141181113198,0.0028014443814754,0.0195301994681358,17.763946533203125,25.74235343933105,3.449204086791724e-07,12.177824020385742,0.3521039485931396,0.9459788799285888,0.0001635372609598,1.0891577005386353
nnconv,IEEE118,100,A,2,128,0.001,pu_zscore,0.0014434466138482,11.73776626586914,0.5779445767402649,0.0003686220443341,0.0017984309233725,0.0024425238370895,0.0175362396985292,5.175985813140869,31.95693588256836,2.621999328766833e-07,9.818140029907228,0.146803468465805,1.141509771347046,0.0001606828009244,1.0233043432235718
nnconv,IEEE118,300,A,2,128,0.001,pu_zscore,0.0017373948357999,17.005172729492188,0.6126989722251892,0.0009401072748005,0.0016259702388197,0.0020084511488676,0.0160587336868047,33.6655158996582,26.12178039550781,1.772872337824083e-07,8.233393669128418,0.5103858709335327,0.9461823105812072,0.0001525210391264,0.9940752387046814
