model,grid,seed,regime,num_layers,hidden,learning_rate,nrmse,mse,mae,nrmse_P,nrmse_Q,nrmse_V,nrmse_theta,mse_P,mse_Q,mse_V,mse_theta,mae_P,mae_Q,mae_V,mae_theta
gin,UK,100,A,3,128,0.001,0.0007500792271457,133.2222442626953,3.9656307697296143,0.000267272349447,0.0012382896384224,31.384960174560547,0.0557784177362918,163.44114685058594,281.5998229980469,0.8357251882553101,87.01229858398438,2.008199691772461,7.9388604164123535,0.2370679527521133,5.678396224975586
gin,UK,300,A,3,128,0.001,0.0007083642412908,118.81623840332033,4.145982265472412,0.0001869967236416,0.0013187666190788,41.79119491577149,0.0515727028250694,80.00579071044922,319.39190673828125,1.48180091381073,74.38545989990234,1.2548176050186155,9.530911445617676,0.3218247294425964,5.476377487182617
gin,UK,700,A,3,128,0.001,0.0005713741993531,77.30431365966797,3.352344751358032,0.0001356041902909,0.001065008691512,25.126808166503903,0.0456598885357379,42.07262420654297,208.30235290527344,0.5356670618057251,58.30663299560547,0.8621789216995239,7.206225872039795,0.2466713488101959,5.094303131103516
gin,UK,1000,A,3,128,0.001,0.0004697394906543,52.24884033203125,2.282989978790283,0.0002017952647292,0.0007254516240209,20.70772171020508,0.0259347651153802,93.16984558105467,96.65066528320312,0.3638186156749725,18.811044692993164,1.2071378231048584,4.945101737976074,0.1663883328437805,2.813331127166748
transformer,IEEE24,0,A,2,128,0.001,0.0004637372912839,0.1186328753829002,0.0993709191679954,0.0001431753335054,0.0008525294833816,0.3564959764480591,0.0024818393867462,0.1006529629230499,0.3475933074951172,0.001543553546071,0.0247416533529758,0.060938186943531,0.2065113633871078,0.0196266025304794,0.1104075014591217
transformer,IEEE24,100,A,2,128,0.001,0.0005069836042821,0.1417910307645797,0.1024499237537384,0.0001971873716684,0.000776516564656,0.2453694492578506,0.0046577062457799,0.1909186244010925,0.2883726358413696,0.0007312290836125,0.0871415883302688,0.0860776379704475,0.1794855445623397,0.0150935426354408,0.1291429549455642
transformer,IEEE24,300,A,2,128,0.001,0.0008797016344033,0.4269055128097534,0.1593659520149231,0.0003374146472197,0.0014960326952859,0.5360888242721558,0.0043138954788446,0.5590079426765442,1.0703721046447754,0.0034904868807643,0.0747516006231308,0.1411137133836746,0.286410391330719,0.0302323717623949,0.179707333445549
transformer,IEEE24,700,A,2,128,0.001,0.0015229809796437,1.2795284986495972,0.2950220704078674,0.0003945332136936,0.0028363594319671,0.7694544196128845,0.011147609911859,0.7642883062362671,3.847469091415405,0.0071908165700733,0.4991658627986908,0.1337643712759018,0.6577979922294617,0.0463836193084716,0.3421424329280853
transformer,IEEE24,1000,A,2,128,0.001,0.0003389267949387,0.0633684173226356,0.0757278725504875,0.0001026858226396,0.0006083883345127,0.43104949593544,0.0023628608323633,0.0517739318311214,0.1770167648792266,0.0022566632833331,0.0224262960255146,0.0367247760295867,0.1393485367298126,0.0250589791685342,0.1017791777849197
transformer,IEEE39,0,A,2,128,0.001,0.0132087599486112,265.3500061035156,2.057983875274658,0.0005548154585994,0.0168458502739667,0.7502365112304688,0.0466611832380294,2.621057748794556,1034.6087646484375,0.0360544510185718,24.134279251098636,0.2087615877389907,5.612853527069092,0.1120535805821418,2.2982654571533203
