grid,dc_nrmse,dc_mse,dc_mae,dc_nrmse_P,dc_nrmse_Q,dc_nrmse_V,dc_nrmse_theta,dc_mse_P,dc_mse_Q,dc_mse_V,dc_mse_theta,dc_mae_P,dc_mae_Q,dc_mae_V,dc_mae_theta,dc_nrmse_PVtheta
IEEE24,0.06805208325386047,2717.919921875,16.366958618164062,0.011848947033286095,0.1267717033624649,0.14256292581558228,0.018279656767845154,663.243408203125,10205.4951171875,0.00044663637527264655,2.941387176513672,5.030523300170898,58.843074798583984,0.012611090205609798,1.581628441810608,0.019716016948223114
IEEE39,0.0960555300116539,14983.6748046875,32.94240951538086,0.007954573258757591,0.11955498158931732,0.2170511931180954,0.059659067541360855,546.0227661132812,59335.64453125,0.0036366793792694807,53.029476165771484,3.6104748249053955,122.483642578125,0.038799140602350235,5.636712551116943,0.013854323886334896
IEEE118,0.05071612074971199,14778.5751953125,24.920032501220703,0.01793583482503891,0.06687427312135696,0.10880667716264725,0.15345428884029388,12372.0498046875,45981.265625,0.0007167813600972295,760.9821166992188,9.793776512145996,65.1609115600586,0.015731999650597572,24.709718704223633,0.031104067340493202
UK,0.06212441995739937,1045415.625,302.9755554199219,0.011101067997515202,0.11768634617328644,0.13641779124736786,0.01323509868234396,294616.5,3887040.0,2.9423619707813486e-05,6.005999565124512,92.43531036376953,1117.1734619140625,0.0020181708969175816,2.291508197784424,0.01915525272488594
