arm,model,quantity,n,nrmse_mean,nrmse_sd,mse_mean,mse_sd,mae_mean,mae_sd
cross_context,nnconv,V,48,299.4978791891287,685.1110853181741,2980.8305305672498,11105.061319995208,10.161012538243085,16.60631735806936
cross_context,nnconv,theta,48,19.332376963924617,53.60067943142837,97359433.72174613,396326521.2367144,2152.031108275056,7241.586633932147
cross_context,transformer,P,80,0.07237676405638918,0.06164693279784756,6564887.535041535,20287921.983877048,198.5624209139496,403.2985130485367
cross_context,transformer,Q,80,1.5179296047834214,4.411191022600695,2008949419.3421388,13946730512.166744,4883.176353305578,24747.653350304412
cross_context,transformer,V,80,312.26836751140655,1828.8916464501021,5494.6403472510865,46377.09276914943,5.426665403554216,24.0964608682516
cross_context,transformer,theta,80,11.138933428516612,36.45650244103052,48625727.290660165,226061642.21162826,1367.3031197577716,4849.349510697743
ood,arma_gnn,P,20,0.08469147980213163,0.013043852850417056,4904666.582421875,8545238.099568944,217.72109098434447,317.313451102321
ood,arma_gnn,Q,20,0.10046718716621394,0.02170608173167722,1033205.2435791015,1786642.2329833847,334.8832792282104,497.4852465894776
ood,arma_gnn,V,20,25.760567039251328,41.274150354695166,4.907735705003143,7.316997851702037,0.6898128114640713,0.5347459371887187
ood,arma_gnn,theta,20,1.0682882837951184,1.1966058840084597,84270.26564331054,143281.42151615996,152.32787289619446,185.23737845242388
ood,gat,P,20,0.10232443101704117,0.0448027423948909,8481894.629882812,20392237.59056879,274.7286554336548,452.4421706535831
ood,gat,Q,20,0.12098082490265365,0.05211211674941328,1577043.3385986327,2931253.8811667874,375.894596862793,561.1215452658553
ood,gat,V,20,37.482683116197585,55.25226375550294,12.952379851415753,21.478589370645874,1.262851694971323,1.2543755614217824
ood,gat,theta,20,1.340816330909729,1.45248123878513,127157.85446472168,232172.47441733707,171.9563006401062,199.4186611674945
ood,gcn,P,20,0.14315937887877223,0.10869545997246535,5050150.23840332,8494286.839729143,244.5362295150757,307.10562589731205
ood,gcn,Q,20,0.1762863306328654,0.10996839807072242,3004071.650488281,7117277.048312685,504.56442070007324,830.3039390707236
ood,gcn,V,20,59.262998168170455,112.84368865761977,41.97727825934999,68.53687441475542,1.380212926492095,1.5401714661068253
ood,gcn,theta,20,1.5781441390514375,1.7385737236723149,172684.05357666017,383383.1591474289,162.70092144012452,191.08837435512774
ood,gin,P,20,0.087504655867815,0.011749278297285394,4874186.486328125,8482448.22417622,218.0156831741333,314.7532668010839
ood,gin,Q,20,0.16862061694264407,0.1856904703082792,15114743.798657227,47001397.00333885,818.0166206359863,1514.3017301785867
ood,gin,V,20,151.83842349648475,267.0422690039961,144.947223052755,281.0921930701144,2.3785085164010527,3.009203808439182
ood,gin,theta,20,3.5639782026410103,5.341473993971591,1361002.0523132323,2694277.5350740426,424.6014565467834,629.2390587672699
ood,nnconv,P,12,1.3688805121928453,2.3311157672576703,64030304.6155599,106757529.43232858,813.2888107299805,1019.5821754933639
ood,nnconv,Q,12,0.24209602798024812,0.31166319200617904,1962551.1400756836,2712973.526593684,410.3565444946289,526.0843316502371
ood,nnconv,V,12,76.0091762940089,98.32921254725021,77.80924280981223,91.4031223277988,3.4840153058369956,3.082997119226164
ood,nnconv,theta,12,1.9366345703601837,1.2743284533785757,137936.26055908203,186501.4727561953,175.89837423960367,130.1315022686448
ood,transformer,P,20,0.08943994510918851,0.040423636978501355,4045287.5887695313,7599972.624176811,198.15321865081788,288.30189907091676
ood,transformer,Q,20,0.14387579336762424,0.09434359099427878,4471664.029272461,12198574.248042498,422.0984630584717,678.4815445761769
ood,transformer,V,20,33.93443251848221,67.49387450199832,9.396130630001426,26.065034124329475,0.7453826010227204,0.6900028489900238
ood,transformer,theta,20,1.665215714275837,2.009008794565773,220445.77761535643,494114.0277583087,183.71247091293336,206.2430630584121
