model,train_grid,test_grid,unseen,seed,regime,num_layers,hidden,learning_rate,nrmse,mse,mae,nrmse_P,nrmse_Q,nrmse_V,nrmse_theta,mse_P,mse_Q,mse_V,mse_theta,mae_P,mae_Q,mae_V,mae_theta
gcn,IEEE24,IEEE118,True,300,B,2,128,0.001,0.1098857894539833,69378.2890625,51.89329528808594,0.07627584785223,0.0637189149856567,1.5561760663986206,0.6097164154052734,223754.90625,41744.52734375,0.1466199606657028,12013.5732421875,43.1806869506836,59.874507904052734,0.2219866812229156,104.2959976196289
gcn,IEEE24,UK,True,300,B,2,128,0.001,0.1489318609237671,6008133.5,571.2161865234375,0.0894180089235305,0.1272639334201812,176.402587890625,3.293361186981201,19115142.0,4545456.0,49.19987487792969,371885.84375,750.157958984375,1182.178466796875,1.4653074741363523,351.0629272460937
gcn,IEEE24,IEEE24,False,700,B,2,128,0.001,0.01791831292212,188.4291229248047,3.38224196434021,0.0062974351458251,0.0288013517856597,0.690414547920227,0.0670707002282142,187.3444366455078,526.7628173828125,0.0104751614853739,39.598777770996094,1.1598128080368042,8.038954734802246,0.0560578294098377,4.274144172668457
gcn,IEEE24,IEEE39,True,700,B,2,128,0.001,0.1343118697404861,29295.6015625,39.21086120605469,0.0883709788322448,0.1027427464723587,11.15080738067627,0.6325587034225464,67390.140625,43821.04296875,9.59827709197998,5961.64404296875,39.85877227783203,63.83036804199219,1.3877109289169312,51.766578674316406
gcn,IEEE24,IEEE118,True,700,B,2,128,0.001,0.1024228632450103,60274.59765625,52.87067794799805,0.0687542036175727,0.0667547583580017,1.1663440465927124,0.6458564400672913,181801.25,45817.0625,0.0823623910546302,13479.951171875,38.8402099609375,61.61370086669922,0.1432883739471435,110.88550567626952
gcn,IEEE24,UK,True,700,B,2,128,0.001,0.165653720498085,7433044.5,722.6002807617188,0.093925155699253,0.1651185601949691,240.96804809570312,5.372495174407959,21090718.0,7651712.0,91.80640411376952,989653.125,792.8544921875,1499.400634765625,2.142709255218506,596.0033569335938
gcn,IEEE24,IEEE24,False,1000,B,2,128,0.001,0.0408388897776603,978.8173217773438,6.7680840492248535,0.0244376230984926,0.040530901402235,1.743934154510498,0.0759911462664604,2821.183349609375,1043.1865234375,0.0668345540761947,50.83257293701172,9.439574241638184,12.396170616149902,0.1548930406570434,5.081696510314941
gcn,IEEE24,IEEE39,True,1000,B,2,128,0.001,0.0751909539103508,9181.3125,26.30508804321289,0.0323602929711341,0.0794079378247261,3.4503936767578125,0.318509578704834,9036.5341796875,26176.291015625,0.9190051555633544,1511.5045166015625,13.778238296508787,59.2406120300293,0.574871838092804,31.62663078308105
gcn,IEEE24,IEEE118,True,1000,B,2,128,0.001,0.1267656087875366,92330.1171875,54.73756408691406,0.0916550904512405,0.0567095316946506,1.7978657484054563,0.6384750604629517,323081.1875,33065.48828125,0.1956996768712997,13173.5927734375,52.02123260498047,56.9864501953125,0.2502945363521576,109.69227600097656
gcn,IEEE24,UK,True,1000,B,2,128,0.001,0.1749493330717086,8290655.0,775.9124145507812,0.0896564051508903,0.2218665480613708,294.5533447265625,1.9493173360824585,19217206.0,13814987.0,137.17721557617188,130285.4921875,751.184814453125,2126.259033203125,3.290893793106079,222.9150238037109
gcn,IEEE39,IEEE24,True,0,B,2,128,0.001,0.162739485502243,15543.1728515625,29.638193130493164,0.1013320013880729,0.1439287364482879,1.825838923454285,0.2408351600170135,48507.25390625,13154.8046875,0.0732598081231117,510.5705871582031,43.0438346862793,57.53696441650391,0.1569952964782714,17.814977645874023
gcn,IEEE39,IEEE39,False,0,B,2,128,0.001,0.0225767325609922,827.743408203125,4.892665863037109,0.0104540679603815,0.0235476102679967,0.8924583792686462,0.0665564090013504,943.0780029296876,2301.833984375,0.0614832155406475,66.00003814697266,2.1606597900390625,11.909772872924805,0.1686538457870483,5.331577301025391
gcn,IEEE39,IEEE118,True,0,B,2,128,0.001,0.1032564938068389,61259.75390625,54.55390930175781,0.0693075507879257,0.0670502930879592,0.9951164722442628,0.6599788665771484,184739.40625,46223.640625,0.0599547289311885,14075.91015625,39.162696838378906,66.13782501220703,0.1352023631334304,112.77991485595705
gcn,IEEE39,UK,True,0,B,2,128,0.001,0.1455085277557373,5735102.5,499.9918823242188,0.0897358208894729,0.1136537343263626,70.58058166503906,1.3653112649917605,19251266.0,3625219.25,7.876340389251709,63913.75390625,751.3304443359375,1081.6513671875,0.7756805419921875,166.21047973632812
gcn,IEEE39,IEEE24,True,100,B,2,128,0.001,0.1440264135599136,12174.1337890625,30.813661575317383,0.0861964523792266,0.1380365341901779,5.834247589111328,0.4124135971069336,35098.796875,12099.7802734375,0.7480154037475586,1497.2076416015625,35.944190979003906,55.852237701416016,0.3988917469978332,31.0593318939209
