model,held_out_grid,seed,regime,num_layers,hidden,learning_rate,nrmse,mse,mae,nrmse_P,nrmse_Q,nrmse_V,nrmse_theta,mse_P,mse_Q,mse_V,mse_theta,mae_P,mae_Q,mae_V,mae_theta
gat,IEEE39,1000,B,2,128,0.001,0.1365527957677841,30281.318359375,43.165794372558594,0.0908273831009864,0.1035282388329505,8.326425552368164,0.6041206121444702,71188.625,44493.64453125,5.351775169372559,5437.65576171875,41.05472946166992,71.05231475830078,1.3857680559158323,59.17036437988281
gat,IEEE118,0,B,2,128,0.001,0.1036828383803367,61766.67578125,51.05062103271485,0.0701687112450599,0.0667977109551429,1.2492742538452148,0.6050856709480286,189358.78125,45876.05078125,0.0944911614060401,11831.7802734375,39.63706588745117,61.36863327026367,0.1891093254089355,103.0076675415039
gat,IEEE118,100,B,2,128,0.001,0.1036276519298553,61700.94140625,53.22504425048828,0.069885715842247,0.0670778229832649,2.523881435394287,0.6270738840103149,187834.453125,46261.61328125,0.3856679499149322,12707.31640625,39.47506713867188,65.97579193115234,0.3389768004417419,107.11032104492188
gat,IEEE118,300,B,2,128,0.001,0.1039104461669921,62038.16015625,51.27747344970703,0.0703630521893501,0.0667195245623588,1.3126765489578247,0.6087283492088318,190409.140625,45768.71484375,0.1043256446719169,11974.666015625,39.75020599365234,61.18278503417969,0.1844338178634643,103.9924545288086
gat,IEEE118,700,B,2,128,0.001,0.1091341897845268,68432.453125,50.37638854980469,0.077352188527584,0.055647075176239,3.4204752445220947,0.6036760807037354,230114.328125,31838.12890625,0.7083510756492615,11776.71875,43.97993087768555,54.765567779541016,0.3292275965213775,102.43080139160156
gat,IEEE118,1000,B,2,128,0.001,0.1070215106010437,65808.59375,51.325439453125,0.0740210339426994,0.0629527941346168,1.1453042030334473,0.6034045815467834,210721.453125,40746.734375,0.0794177129864692,11766.1279296875,41.89078140258789,60.28091812133789,0.157665804028511,102.97239685058594
gat,UK,0,B,2,128,0.001,0.1551585048437118,6521019.0,679.9568481445312,0.0925386026501655,0.1323135793209076,99.65340423583984,4.512293338775635,20472620.0,4913326.5,15.701397895812988,698112.8125,788.001708984375,1345.4134521484375,1.335681438446045,585.0765991210938
gat,UK,100,B,2,128,0.001,0.1517926752567291,6241168.5,616.171142578125,0.0907523036003112,0.132950097322464,124.89568328857422,3.0265371799468994,19689874.0,4960713.0,24.663169860839844,314067.5,760.1383666992188,1298.3916015625,1.8128306865692136,404.3416442871094
gat,UK,300,B,2,128,0.001,0.1533850878477096,6372804.5,601.9631958007812,0.0904754921793937,0.1397320479154586,113.52297973632812,3.588503360748291,19569942.0,5479726.5,20.376127243041992,441527.40625,751.4208374023438,1151.06640625,1.5287628173828125,503.8365173339844
gat,UK,700,B,2,128,0.001,0.3022979199886322,24753388.0,999.5717163085938,0.1919661909341812,0.1908806562423706,104.37242126464844,4.4783430099487305,88100240.0,10225644.0,17.223665237426758,687647.1875,1737.473388671875,1643.256591796875,1.3486520051956177,616.2088623046875
gat,UK,1000,B,2,128,0.001,0.153237760066986,6360568.0,557.728515625,0.0907616317272186,0.1392706781625747,186.8781890869141,2.9810523986816406,19693918.0,5443599.5,55.21680068969727,304698.40625,761.3472290039062,1105.278564453125,2.2786753177642822,362.0094909667969
