,IEEE24,IEEE39,IEEE118,UK
IEEE24,0.06709409297484607,0.7590240088571788,0.7313546768351611,0.9975751512832377
IEEE39,0.7789882478286567,0.0757750791841481,0.8992447143084819,1.109491746194012
IEEE118,0.8066034753172989,0.8095113214179892,0.07356652031626576,1.217554914744593
UK,1.0785763161185042,1.08408267094457,1.252992061361379,0.0030607090752023084
